error_std,probe_budget,policy,gain_margin,power_margin,risk_weight,risk_power_weight,risk_invite_threshold,episodes,num_seeds,success_mean,success_ci95,success_rate_mean,perfect_rate,slots_mean,slots_ci95,avg_power,total_energy_mean,total_energy_ci95,scheduled_nodes_mean,failed_nodes_mean,true_opportunities_mean,missed_opportunities_mean,false_positive_rate,execution_failure_rate,failure_slot_rate,missed_opportunity_rate,decision_preview_calls_per_slot_mean,oracle_tx_gap_mean,effective_risk_weight_mean,avg_reward
0.1,8,Adaptive Risk-Aware Rotating Grid,1.0,1.0,0.5,0.1,0.5,5000,5,49.994,0.0018594192641798117,0.99988,99.42,3.1582,0.025983124985266868,0.3626019535937876,15.742558509078616,0.06154916750424603,51.2816,1.2876,50.7528,0.7588,2.5108420954104393,2.5108420954104393,29.78278766385916,1.4950899260730444,8.0,0.6100457142857143,0.6242795953505239,99.4081775141398
0.2,0,Estimated No IRS,1.0,1.0,0.0,0.0,0.0,5000,5,38.9412,0.0706291105989589,0.7788240000000001,0.0,10.0,0.0,0.6884292877111716,29.540484392900723,0.14778980294232733,62.0436,23.1024,41.5436,2.6024,37.23575034330697,37.23575034330697,90.75999999999999,6.2642621246112515,0.0,8.123560000000001,0.0,9.267726095414764
0.2,1,Estimated Fixed IRS,1.0,1.0,0.0,0.0,0.0,5000,5,40.9552,0.07285138340484734,0.8191039999999999,0.0,10.0,0.0,0.6632002817385851,26.930027282840594,0.13747719973486236,62.2668,21.3116,43.4402,2.485,34.22626504011769,34.22626504011769,89.098,5.720507732469003,1.0,7.3158,0.0,34.32019278829349
0.2,16,Exact Greedy Full CSI,1.0,1.0,0.0,0.0,0.0,5000,5,49.9946,0.0013293366766919182,0.999892,99.48,2.5496,0.01104577819802654,0.3638608581979463,15.977935100125729,0.053604404292855054,49.9946,0.0,49.9946,0.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,99.52804357132192
0.2,16,Estimated Greedy Full Preview,1.0,1.0,0.0,0.0,0.0,5000,5,49.9938,0.002182563630228659,0.999876,99.4,3.148,0.027313709378259013,0.34575583186169645,17.04724530138053,0.04989710457421985,53.8334,3.8396,51.0452,1.0514,7.132375068266169,7.132375068266169,57.42058449809403,2.059743129618456,16.0,0.6158214285714285,0.0,99.42437487441045
0.2,1,Estimated Random Probe,1.0,1.0,0.0,0.0,0.0,5000,5,49.7698,0.01398896364996459,0.995396,80.22,6.8086,0.04681323676055717,0.4539560825781229,18.217246131185192,0.056079063330307814,54.361,4.5912,52.9082,3.1384,8.445760747594782,8.445760747594782,40.79546455952766,5.931783731066262,1.0,1.7969373015873018,0.0,98.16420490341511
0.2,1,Estimated Rotating Grid,1.0,1.0,0.0,0.0,0.0,5000,5,49.9104,0.01118402861226679,0.9982080000000001,91.60000000000001,6.0966,0.0698090258920721,0.4341816559137309,17.90249422991217,0.0530565512024069,53.9936,4.0832,53.0574,3.147,7.562377763290463,7.562377763290463,39.61552340648886,5.931312126112474,1.0,1.6865838888888887,0.0,98.66476189748283
0.2,1,Robust Rotating Grid,1.25,0.9,0.0,0.0,0.0,5000,5,49.8916,0.009493362734035619,0.9978319999999999,90.03999999999999,6.3126,0.0695443796147466,0.408888251316135,16.778972531503705,0.06870967408956474,53.3012,3.4096,53.9244,4.0328,6.396854104598021,6.396854104598021,34.72103412223173,7.4786182136472545,1.0,1.6849018253968253,0.0,98.6650168182511
0.2,1,Risk-Aware Rotating Grid,1.0,1.0,0.5,0.1,0.5,5000,5,49.9116,0.0050581672570216875,0.998232,91.78,6.0512,0.0342770323102804,0.43383557592549077,17.919896824768028,0.05770715043809705,54.0044,4.0928,52.9722,3.0606,7.5786417403026425,7.5786417403026425,39.9160497091486,5.7777475732554056,1.0,1.6908892063492065,0.5,98.67323136765458
0.2,1,Adaptive Risk-Aware Rotating Grid,1.0,1.0,0.5,0.1,0.5,5000,5,49.916,0.007913158661369058,0.99832,92.28,6.0612,0.0430459910328476,0.4340296511667229,17.921489802910585,0.05184491246745052,54.0114,4.0954,53.0586,3.1426,7.58247332970447,7.58247332970447,39.77760179502409,5.922885262709532,1.0,1.6931526984126983,0.7228212473428276,98.67727018834248
0.2,2,Estimated Random Probe,1.0,1.0,0.0,0.0,0.0,5000,5,49.9388,0.003473128848747743,0.998776,94.17999999999999,5.2388,0.07141342775697014,0.4265042359328898,17.868970181022537,0.1265128496151122,54.2316,4.2928,52.1948,2.256,7.91568015695646,7.91568015695646,46.84278842483011,4.322269651382896,2.0,1.4007735714285714,0.0,98.82120716840305
0.2,2,Estimated Rotating Grid,1.0,1.0,0.0,0.0,0.0,5000,5,49.982,0.00195999999999961,0.99964,98.26,4.6378,0.021186140375254858,0.4084334280595684,17.641375363108047,0.04224613526773044,53.9832,4.0012,52.2324,2.2504,7.411935565138784,7.411935565138784,47.61309241450688,4.308436908891799,2.0,1.3722172222222222,0.0,99.0521944046375
0.2,2,Robust Rotating Grid,1.25,0.9,0.0,0.0,0.0,5000,5,49.971,0.0045966074446263435,0.99942,97.18,4.8546,0.04221332225731595,0.38741968444943775,16.55259421732608,0.05087194600839274,53.3376,3.3666,52.8872,2.9162,6.311870050395968,6.311870050395968,41.984921517735756,5.51399960671013,2.0,1.3591865079365077,0.0,99.05282642545531
0.2,2,Risk-Aware Rotating Grid,1.0,1.0,0.5,0.1,0.5,5000,5,49.978,0.0022347438331939877,0.99956,97.82,4.708,0.024838698838707356,0.39965486587102744,17.121782485788835,0.05116944687034459,53.7448,3.7668,52.2774,2.2994,7.008678048853098,7.008678048853098,45.531011045029736,4.398458989926814,2.0,1.3813742857142857,0.5,99.05515557919549
0.2,2,Adaptive Risk-Aware Rotating Grid,1.0,1.0,0.5,0.1,0.5,5000,5,49.9802,0.004613292100008781,0.999604,98.08,4.7438,0.03671221791175249,0.3980124032378507,16.934755423258363,0.040448333453518726,53.6144,3.6342,52.3094,2.3292,6.778402817153601,6.778402817153601,44.24301193136304,4.452736984174929,2.0,1.3876911111111112,0.7473613200136134,99.05661519411711
0.2,4,Estimated Random Probe,1.0,1.0,0.0,0.0,0.0,5000,5,49.9792,0.0016860557523404726,0.999584,97.98,4.1824,0.05305267812278652,0.3989582573204956,17.607919960097842,0.034367469404768626,54.1456,4.1664,51.681,1.7018,7.694808073047486,7.694808073047486,53.28041315990819,3.292892939378108,4.0,1.1287863492063492,0.0,99.11184059141034
0.2,4,Estimated Rotating Grid,1.0,1.0,0.0,0.0,0.0,5000,5,49.9894,0.0026730836126085122,0.9997880000000001,98.96000000000001,3.8874,0.020431061059083454,0.3861300451329814,17.37464029265469,0.06747239369913471,53.8392,3.8498,51.6642,1.6748,7.150552014145826,7.150552014145826,52.27144106600813,3.2417031522795283,4.0,1.062262380952381,0.0,99.2194246123364
0.2,4,Robust Rotating Grid,1.25,0.9,0.0,0.0,0.0,5000,5,49.9876,0.0035388721367121834,0.999752,98.82,4.0042,0.03072514904764494,0.36918756288971194,16.363607863620686,0.026968544487159556,53.2632,3.2756,52.19,2.2024,6.149837035701948,6.149837035701948,47.35028220368613,4.21996551063422,4.0,1.0584519841269842,0.0,99.23606290775652
0.2,4,Risk-Aware Rotating Grid,1.0,1.0,0.5,0.1,0.5,5000,5,49.99,0.0020556653424140176,0.9998,99.02,3.954,0.014627956795123458,0.3701934332572349,16.448736155439395,0.04057543073483046,53.4222,3.4322,51.7936,1.8036,6.424669893789474,6.424669893789474,48.846737481031866,3.482283525377653,4.0,1.0710606349206349,0.5,99.23896879531809
0.2,4,Adaptive Risk-Aware Rotating Grid,1.0,1.0,0.5,0.1,0.5,5000,5,49.9906,0.0020179435076328072,0.999812,99.08,3.9666,0.024966738193044034,0.36522873711429404,16.176381948988535,0.06707339578291104,53.2512,3.2606,51.8322,1.8416,6.1230545039360615,6.1230545039360615,47.17390208238794,3.5530037312712945,4.0,1.1003407142857142,0.7630092719750652,99.24951916405226
0.2,8,Estimated Random Probe,1.0,1.0,0.0,0.0,0.0,5000,5,49.9916,0.002285733142779046,0.9998319999999999,99.2,3.5314,0.012771622293193605,0.3682811210476301,17.231890896509842,0.047391327238364034,53.8936,3.902,51.3168,1.3252,7.240191785295472,7.240191785295472,55.7229427422552,2.582390172419169,8.0,0.8453983333333334,0.0,99.309324576458
0.2,8,Estimated Rotating Grid,1.0,1.0,0.0,0.0,0.0,5000,5,49.9924,0.0009994078246648608,0.9998480000000001,99.26,3.4502,0.03268795839449141,0.36363759160232045,17.17243124693776,0.05716100447721814,53.8428,3.8504,51.3366,1.3442,7.151188274012496,7.151188274012496,55.30114196278476,2.6184048028112494,8.0,0.8166119841269841,0.0,99.3368018242671
0.2,8,Robust Rotating Grid,1.25,0.9,0.0,0.0,0.0,5000,5,49.992,0.0013859292911253573,0.99984,99.26,3.5136,0.01779826778088253,0.35017427014015495,16.206369871997072,0.058468066694161276,53.2442,3.2522,51.734,1.742,6.108083133937593,6.108083133937593,50.92213114754098,3.3672246491668925,8.0,0.8187164285714286,0.0,99.35320811666949
0.2,8,Risk-Aware Rotating Grid,1.0,1.0,0.5,0.1,0.5,5000,5,49.992,0.0016398536520054632,0.99984,99.24,3.5066,0.016050473388657335,0.3446948902998656,15.94069475731765,0.04820614330494421,53.2146,3.2226,51.4804,1.4884,6.05585685131524,6.05585685131524,50.15684708834769,2.891197426593422,8.0,0.8112906349206349,0.5,99.36008249104718
0.2,8,Adaptive Risk-Aware Rotating Grid,1.0,1.0,0.5,0.1,0.5,5000,5,49.9932,0.0011428665713898814,0.9998640000000001,99.33999999999999,3.553,0.018165721565630177,0.33743078321562014,15.544235680073815,0.054505483616343726,53.0044,3.0112,51.5742,1.581,5.681037800635419,5.681037800635419,47.993245144947934,3.065486231487837,8.0,0.8682884920634919,0.7717143779234718,99.37062055918393
0.3,0,Estimated No IRS,1.0,1.0,0.0,0.0,0.0,5000,5,38.9408,0.07074323984664523,0.7788160000000001,0.0,10.0,0.0,0.6142112523816612,34.89595248928298,0.15028821184528443,74.048,35.1072,42.5332,3.5924,47.4114088159032,47.4114088159032,97.532,8.446107981529723,0.0,8.11248,0.0,9.445613652048046
0.3,1,Estimated Fixed IRS,1.0,1.0,0.0,0.0,0.0,5000,5,40.9548,0.0729936209815621,0.8190959999999999,0.0,10.0,0.0,0.5852024241944063,31.309707144055633,0.12902114351492994,73.0776,32.1228,44.3666,3.4118,43.957108607836055,43.957108607836055,96.63199999999999,7.6900190683983,1.0,7.30364,0.0,34.50177780020912
0.3,16,Exact Greedy Full CSI,1.0,1.0,0.0,0.0,0.0,5000,5,49.9946,0.0013293366766919182,0.999892,99.48,2.5496,0.01104577819802654,0.3638608581979463,15.977935100125729,0.053604404292855054,49.9946,0.0,49.9946,0.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,99.52804357132192
0.3,16,Estimated Greedy Full Preview,1.0,1.0,0.0,0.0,0.0,5000,5,49.9908,0.003417376771735831,0.999816,99.14,3.5028,0.027714427722758412,0.3203205569650124,17.155895222881902,0.03882283838301637,56.0774,6.0866,51.458,1.4672,10.853926893900216,10.853926893900216,67.22050930684024,2.85125733607991,16.0,0.8756145238095238,0.0,99.4006664764706
0.3,1,Estimated Random Probe,1.0,1.0,0.0,0.0,0.0,5000,5,49.7514,0.01454367546392679,0.9950279999999999,78.84,6.9466,0.049295461210947085,0.43106360573622343,18.7522990233062,0.06845004555695965,57.0028,7.2514,54.0796,4.3282,12.72112948837601,12.72112948837601,52.94100711139262,8.003387599020703,1.0,1.809077619047619,0.0,98.07536002281634
0.3,1,Estimated Rotating Grid,1.0,1.0,0.0,0.0,0.0,5000,5,49.89,0.002555527342839357,0.9978,89.75999999999999,6.323,0.0415640171302053,0.41383610431471135,18.27477377984137,0.05581346654426455,56.3018,6.4118,54.2146,4.3246,11.388268225882655,11.388268225882655,50.6658231851969,7.97681805270167,1.0,1.682407619047619,0.0,98.58477475297983
0.3,1,Robust Rotating Grid,1.25,0.9,0.0,0.0,0.0,5000,5,49.875,0.01134432016473397,0.9975,88.58,6.5224,0.05832309264776697,0.38994099796451376,17.164754466096646,0.052591954289238074,55.6998,5.8248,55.0934,5.2184,10.457488177695431,10.457488177695431,47.28934134674353,9.471914966221,1.0,1.6836727777777778,0.0,98.59670971169496
0.3,1,Risk-Aware Rotating Grid,1.0,1.0,0.5,0.1,0.5,5000,5,49.895,0.013831546551270887,0.9979,90.44,6.2878,0.05050338507466591,0.4146970175584829,18.287250268304124,0.07322212284663956,56.3108,6.4158,54.2248,4.3298,11.393551503441614,11.393551503441614,50.790419542606315,7.984907274900046,1.0,1.6889273015873016,0.5,98.5986050360126
0.3,1,Adaptive Risk-Aware Rotating Grid,1.0,1.0,0.5,0.1,0.5,5000,5,49.8984,0.00453772806589414,0.9979680000000001,90.58,6.2788,0.01988603288743134,0.4138738666546128,18.198061518509434,0.0552294195796535,56.2802,6.3818,54.2356,4.3372,11.339334259650819,11.339334259650819,50.83455437344716,7.996961405423744,1.0,1.6850140476190478,0.8625682424033803,98.60913424035562
0.3,2,Estimated Random Probe,1.0,1.0,0.0,0.0,0.0,5000,5,49.9236,0.004621611840040558,0.998472,92.82000000000001,5.5212,0.0813137837269919,0.4020003776126062,18.28127987611202,0.08186511336224342,56.7926,6.869,53.0346,3.111,12.094885601293125,12.094885601293125,59.37839600086937,5.865981830729373,2.0,1.4810234920634922,0.0,98.74800298562094
0.3,2,Estimated Rotating Grid,1.0,1.0,0.0,0.0,0.0,5000,5,49.9704,0.0037497007880612112,0.999408,97.18,4.9252,0.047290052061718026,0.38737531460649477,17.903791117455125,0.07882539240601509,56.2558,6.2854,53.0304,3.06,11.172892395095262,11.172892395095262,58.50726874035572,5.770275162925417,2.0,1.4548473015873016,0.0,98.99863647047218
0.3,2,Robust Rotating Grid,1.25,0.9,0.0,0.0,0.0,5000,5,49.9636,0.004942931923464954,0.9992719999999999,96.56,5.1256,0.03964145426192124,0.36975473797305025,16.881081731652813,0.08876279927492142,55.6842,5.7206,53.7028,3.7392,10.273291166973756,10.273291166973756,55.32230373029498,6.962765442397789,2.0,1.444190238095238,0.0,99.0025737868051
0.3,2,Risk-Aware Rotating Grid,1.0,1.0,0.5,0.1,0.5,5000,5,49.9674,0.004365127260456755,0.9993479999999999,96.88,5.0066,0.03201226664889559,0.3792692567961483,17.399237925230658,0.05650068772339527,56.042,6.0746,53.1344,3.167,10.83937047214589,10.83937047214589,57.380258059361644,5.960357132102743,2.0,1.4481226984126985,0.5,98.99791424734052
0.3,2,Adaptive Risk-Aware Rotating Grid,1.0,1.0,0.5,0.1,0.5,5000,5,49.9666,0.0040453944183472005,0.999332,96.82,5.0874,0.013516896685260276,0.37307603294639324,17.054808224174316,0.06534368821135841,55.796,5.8294,53.3244,3.3578,10.447702344254068,10.447702344254068,55.79274285489642,6.296929735730735,2.0,1.4641426984126986,0.8888682319777818,98.9999423916978
0.3,4,Estimated Random Probe,1.0,1.0,0.0,0.0,0.0,5000,5,49.973,0.007913158661368717,0.99946,97.44,4.5348,0.06668437346185375,0.37361757042149013,17.894915944708565,0.061474061230486904,56.6074,6.6344,52.3032,2.3302,11.720022470560385,11.720022470560385,64.9422245744024,4.455176738708148,4.0,1.2662224603174603,0.0,99.06909896292578
0.3,4,Estimated Rotating Grid,1.0,1.0,0.0,0.0,0.0,5000,5,49.9838,0.0034731288487471926,0.999676,98.44000000000001,4.2356,0.024866522394577067,0.36278714611398266,17.620437504970287,0.0749290636771452,56.202,6.2182,52.283,2.2992,11.064019074054304,11.064019074054304,63.81150250259704,4.3976053401679325,4.0,1.2127594444444445,0.0,99.17600057310499
0.3,4,Robust Rotating Grid,1.25,0.9,0.0,0.0,0.0,5000,5,49.9836,0.005133553934653102,0.999672,98.46000000000001,4.2914,0.014740451010739323,0.34583743277442486,16.60206600049641,0.01926583598357254,55.5878,5.6042,52.832,2.8484,10.08170857634229,10.08170857634229,60.805331593419396,5.391429436705027,4.0,1.2055233333333333,0.0,99.20913093454668
0.3,4,Risk-Aware Rotating Grid,1.0,1.0,0.5,0.1,0.5,5000,5,49.9812,0.0023520000000010173,0.9996240000000001,98.2,4.3134,0.032316828062172384,0.3480092712841802,16.663385243269563,0.03637280222221826,55.734,5.7528,52.4668,2.4856,10.321886101840887,10.321886101840887,61.48282097649186,4.737472077580489,4.0,1.2061142063492063,0.5,99.18892515090934
0.3,4,Adaptive Risk-Aware Rotating Grid,1.0,1.0,0.5,0.1,0.5,5000,5,49.9846,0.0025252833504381842,0.999692,98.48,4.3568,0.03229780277356314,0.3358130345189117,16.04206951777765,0.07081954384782256,55.3176,5.333,52.7096,2.725,9.640693016327534,9.640693016327534,58.46033786265149,5.169836234765583,4.0,1.2419630952380953,0.9060792059221178,99.21757861091686
0.3,8,Estimated Random Probe,1.0,1.0,0.0,0.0,0.0,5000,5,49.9874,0.0030741398797065746,0.999748,98.8,3.8834,0.03103120133027399,0.34404689526809723,17.467886433963013,0.08956422868661615,56.2744,6.287,51.7714,1.784,11.172042705031062,11.172042705031062,66.82803728691353,3.4459180165110466,8.0,1.069278492063492,0.0,99.27894504704348
0.3,8,Estimated Rotating Grid,1.0,1.0,0.0,0.0,0.0,5000,5,49.9892,0.0022688640329467697,0.9997839999999999,99.0,3.7836,0.026139375968067823,0.3391440400272932,17.34222274173446,0.08805434134724083,56.1066,6.1174,51.7652,1.776,10.90317360167966,10.90317360167966,65.85791309863622,3.4308763416349204,8.0,1.0385572222222221,0.0,99.31262985737034
0.3,8,Robust Rotating Grid,1.25,0.9,0.0,0.0,0.0,5000,5,49.9888,0.0038904889152898657,0.999776,98.9,3.8654,0.03734095788808844,0.3276626559554329,16.43488432070142,0.06834560474677022,55.6528,5.664,52.2082,2.2194,10.177385504413076,10.177385504413076,64.23138614373674,4.251056347470321,8.0,1.0353557142857142,0.0,99.32213886828956
0.3,8,Risk-Aware Rotating Grid,1.0,1.0,0.5,0.1,0.5,5000,5,49.9908,0.0016860557523404726,0.999816,99.1,3.8228,0.0309493868113731,0.3196310888095127,16.00170612718775,0.063328570923054,55.3382,5.3474,52.0078,2.017,9.663126014218026,9.663126014218026,61.90750235429528,3.878264414184026,8.0,1.0049387301587303,0.5,99.35084250479166
0.3,8,Adaptive Risk-Aware Rotating Grid,1.0,1.0,0.5,0.1,0.5,5000,5,49.9892,0.00258541756782064,0.9997839999999999,98.98,3.9568,0.02799714385432918,0.30748466653574696,15.286783798397332,0.04139190690858703,54.9434,4.9542,52.3536,2.3644,9.016915589497556,9.016915589497556,59.421754953497775,4.516212829681245,8.0,1.0533192063492065,0.9159159993376872,99.34790465708116
0.5,0,Estimated No IRS,1.0,1.0,0.0,0.0,0.0,5000,5,38.9412,0.0706291105989589,0.7788240000000001,0.0,10.0,0.0,0.49516727813701256,40.510781896231116,0.141211220622149,95.6238,56.6826,43.6444,4.7032,59.27666543266425,59.27666543266425,99.806,10.776182053138546,0.0,8.10256,0.0,9.992521840668383
0.5,1,Estimated Fixed IRS,1.0,1.0,0.0,0.0,0.0,5000,5,40.9552,0.07285138340484734,0.8191039999999999,0.0,10.0,0.0,0.46312479149760694,35.07846231412041,0.11776482275306077,91.7664,50.8112,45.2154,4.2602,55.370157268891454,55.370157268891454,99.666,9.422011084718923,1.0,7.295260000000001,0.0,35.05003874854024
0.5,16,Exact Greedy Full CSI,1.0,1.0,0.0,0.0,0.0,5000,5,49.9946,0.0013293366766919182,0.999892,99.48,2.5496,0.01104577819802654,0.3638608581979463,15.977935100125729,0.053604404292855054,49.9946,0.0,49.9946,0.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,99.52804357132192
0.5,16,Estimated Greedy Full Preview,1.0,1.0,0.0,0.0,0.0,5000,5,49.9804,0.004621611840040617,0.999608,98.22,4.1256,0.05881175882423508,0.256007277017933,16.477512903546724,0.05768548666477765,60.2208,10.2404,51.722,1.7416,17.004755831872046,17.004755831872046,75.43145239480317,3.367232512277174,16.0,1.298191031746032,0.0,99.41716871619009
0.5,1,Estimated Random Probe,1.0,1.0,0.0,0.0,0.0,5000,5,49.7284,0.014437631938789464,0.994568,77.18,7.123,0.03450936104885177,0.37301189396172846,18.604081842609617,0.07087687967408594,61.6944,11.966,55.469,5.7406,19.39560154568324,19.39560154568324,67.61757686368102,10.349204059925365,1.0,1.821126111111111,0.0,98.06744519697715
0.5,1,Estimated Rotating Grid,1.0,1.0,0.0,0.0,0.0,5000,5,49.8908,0.008882931047803185,0.9978159999999999,89.92,6.4306,0.02055291551094413,0.36218243701771174,18.021276609205252,0.038142975211894005,60.5498,10.659,55.6374,5.7466,17.603691506825786,17.603691506825786,64.56629241439367,10.328663812471467,1.0,1.6928007142857142,0.0,98.64675300302444
0.5,1,Robust Rotating Grid,1.25,0.9,0.0,0.0,0.0,5000,5,49.8662,0.006571117408783256,0.997324,87.72,6.6136,0.023220830648363965,0.3416130623581953,17.03288928327869,0.027545397750018352,60.0824,10.2162,56.4462,6.58,17.003648322969788,17.003648322969788,62.755534051046325,11.657117751062074,1.0,1.6880530158730158,0.0,98.6306825368943
0.5,1,Risk-Aware Rotating Grid,1.0,1.0,0.5,0.1,0.5,5000,5,49.8882,0.009649890362070824,0.997764,89.75999999999999,6.4186,0.05535950520010105,0.36081462312422197,18.01942422893416,0.10042828728518004,60.5448,10.6566,55.5438,5.6556,17.60118127403179,17.60118127403179,64.99236593649705,10.182234560833074,1.0,1.6999431746031748,0.5,98.64487569226796
0.5,1,Adaptive Risk-Aware Rotating Grid,1.0,1.0,0.5,0.1,0.5,5000,5,49.886,0.008081287026210188,0.99772,89.42,6.4524,0.02152076429869516,0.36181197837228063,18.013414262954093,0.04363094109137231,60.519,10.633,55.5964,5.7104,17.56968885804458,17.56968885804458,64.52482797098754,10.27116863681821,1.0,1.688008492063492,1.1449963310329452,98.63851767820559
0.5,2,Estimated Random Probe,1.0,1.0,0.0,0.0,0.0,5000,5,49.8932,0.005592014306135151,0.997864,90.48,5.895,0.03330270139192908,0.34319143828446,18.073986494629928,0.08285516997535175,61.4506,11.5574,53.936,4.0428,18.80762759029204,18.80762759029204,74.01187446988973,7.495550281815485,2.0,1.6353396031746033,0.0,98.71612264045324
0.5,2,Estimated Rotating Grid,1.0,1.0,0.0,0.0,0.0,5000,5,49.949,0.005403347110819403,0.99898,95.28,5.2614,0.027867864216692465,0.33293554631369054,17.585631333147123,0.0963611276723533,60.4062,10.4572,53.8898,3.9408,17.31146802811632,17.31146802811632,71.65013114380203,7.312701104847299,2.0,1.5803448412698413,0.0,98.99449209296021
0.5,2,Robust Rotating Grid,1.25,0.9,0.0,0.0,0.0,5000,5,49.9432,0.006210447970959628,0.998864,94.67999999999999,5.4542,0.019779498072499183,0.3175299660616032,16.656781282154487,0.06467988050315286,60.0696,10.1264,54.618,4.6748,16.85777831049316,16.85777831049316,70.2321147005977,8.55908308616207,2.0,1.5688318253968252,0.0,98.99655113116778
0.5,2,Risk-Aware Rotating Grid,1.0,1.0,0.5,0.1,0.5,5000,5,49.952,0.00451225885782344,0.9990399999999999,95.58,5.3234,0.029134857748065388,0.3243139550839451,17.0097366159395,0.019711745210087367,60.117,10.165,54.0666,4.1146,16.90869471197831,16.90869471197831,70.7555321786828,7.610243662445947,2.0,1.5619036507936508,0.5,99.01702661140813
0.5,2,Adaptive Risk-Aware Rotating Grid,1.0,1.0,0.5,0.1,0.5,5000,5,49.9398,0.010097329547955435,0.998796,94.32000000000001,5.5392,0.043868110330854346,0.3028459037403343,16.289934533149143,0.07233308936611724,59.7316,9.7918,54.6966,4.7568,16.392998011103003,16.392998011103003,67.7787406123628,8.696701440308905,2.0,1.579135634920635,1.1714496516731998,99.02888268458425
0.5,4,Estimated Random Probe,1.0,1.0,0.0,0.0,0.0,5000,5,49.942,0.010591256771506878,0.99884,94.66,5.1038,0.09664092002873322,0.30947266115589134,17.49450531574001,0.10640489803065249,61.0632,11.1212,52.8746,2.9326,18.21260595579662,18.21260595579662,77.21697558681765,5.5463303741304895,4.0,1.4912496825396826,0.0,99.04095042633301
0.5,4,Estimated Rotating Grid,1.0,1.0,0.0,0.0,0.0,5000,5,49.9668,0.005012391046195533,0.999336,96.82,4.7638,0.041021634097144266,0.30450701011748754,17.20291014394369,0.037705534147361525,60.4204,10.4536,52.893,2.9262,17.301441235079544,17.301441235079544,75.50694823460263,5.532301060631842,4.0,1.4561059523809523,0.0,99.17492064396934
0.5,4,Robust Rotating Grid,1.25,0.9,0.0,0.0,0.0,5000,5,49.969,0.003919999999999916,0.99938,97.1,4.8452,0.03201106658641663,0.2919685542827314,16.314253348831162,0.057154479794418914,60.0004,10.0314,53.4196,3.4506,16.718888540743063,16.718888540743063,74.51498390159334,6.45942687702641,4.0,1.42924,0.0,99.19960993213158
0.5,4,Risk-Aware Rotating Grid,1.0,1.0,0.5,0.1,0.5,5000,5,49.9656,0.004045394418348214,0.9993120000000001,96.84,4.7782,0.050957738411354175,0.2897272721787712,16.177220444758742,0.07166391728650161,59.7852,9.8196,53.1696,3.204,16.424800786816803,16.424800786816803,73.73906491984428,6.025999819445698,4.0,1.426254603174603,0.5,99.20222291908006
0.5,4,Adaptive Risk-Aware Rotating Grid,1.0,1.0,0.5,0.1,0.5,5000,5,49.964,0.004880360642411115,0.99928,96.61999999999999,5.0814,0.04647556364370428,0.2668129589483723,15.016531156732256,0.05761080545939964,59.123,9.159,54.1252,4.1612,15.491433114016543,15.491433114016543,70.20112567402684,7.688100921567033,4.0,1.4486307142857142,1.185614578386294,99.22421828421956
0.5,8,Estimated Random Probe,1.0,1.0,0.0,0.0,0.0,5000,5,49.9726,0.0035927393448442224,0.999452,97.39999999999999,4.5114,0.06357957231690084,0.27825796456951724,16.919998859897863,0.10227932864238362,60.566,10.5934,52.22,2.2474,17.49067133375161,17.49067133375161,76.6857294853039,4.303715051704328,8.0,1.3908773015873015,0.0,99.29207481123407
0.5,8,Estimated Rotating Grid,1.0,1.0,0.0,0.0,0.0,5000,5,49.9748,0.004035887015266831,0.999496,97.76,4.397,0.034764455410663364,0.2778952838808157,16.867202536906337,0.15352819433817558,60.3686,10.3938,52.2308,2.256,17.21722882425632,17.21722882425632,76.07459631566978,4.319290533554914,8.0,1.3746083333333334,0.0,99.31280769907553
0.5,8,Robust Rotating Grid,1.25,0.9,0.0,0.0,0.0,5000,5,49.9756,0.0023682770108257017,0.999512,97.78,4.4422,0.03228590627502962,0.2696182964393146,16.056200052571526,0.0651482900045681,60.0356,10.06,52.6626,2.687,16.756724343556158,16.756724343556158,75.74174958353969,5.102292708677505,8.0,1.3650759523809524,0.0,99.32888125699026
0.5,8,Risk-Aware Rotating Grid,1.0,1.0,0.5,0.1,0.5,5000,5,49.981,0.003036418943427629,0.9996200000000001,98.18,4.3978,0.06168054915449441,0.2614880779570984,15.460293878222734,0.07385559328747085,59.4984,9.5174,52.5852,2.6042,15.99606039826281,15.99606039826281,74.26895265814726,4.95234400553768,8.0,1.2956488888888888,0.5,99.36785000735657
0.5,8,Adaptive Risk-Aware Rotating Grid,1.0,1.0,0.5,0.1,0.5,5000,5,49.9734,0.0058995674417702,0.9994679999999999,97.5,4.6618,0.04259743353771447,0.23790308948151168,14.05854967761903,0.03929695005229159,58.566,8.5926,53.6972,3.7238,14.671652494621453,14.671652494621453,70.74949590287014,6.934812243468934,8.0,1.3386876190476191,1.1986398257103927,99.37116537563185
