decision_error_std,execution_error_std,mismatch_model,channel_rho,csi_delay_slots,probe_budget,policy,episodes,num_seeds,num_nodes,num_slots,num_irs_elements,num_codebook_states,g_th,alpha_th,gain_margin,power_margin,risk_weight,risk_power_weight,risk_invite_threshold,adaptive_risk_base_weight,opportunity_failure_cost,opportunity_missed_cost,opportunity_deadline_gain,opportunity_backlog_gain,temporal_reliability_z,sparse_topk_seed_multiplier,sparse_topk_fraction,adaptive_sparse_base_multiplier,adaptive_sparse_expanded_multiplier,adaptive_sparse_margin_threshold,success_mean,success_ci95,success_rate_mean,perfect_rate,slots_mean,slots_ci95,avg_power,total_energy_mean,total_energy_ci95,scheduled_nodes_mean,failed_nodes_mean,missed_opportunities_mean,true_opportunities_mean,failure_slot_rate,decision_preview_calls_per_slot_mean,oracle_tx_gap_mean,effective_risk_weight_mean,adaptive_sparse_expansion_rate,adaptive_sparse_margin_mean,avg_reward
0.0,0.0,temporal_ar1,0.9,1,4,Temporal Deviation Oracle B=4,200,2,50,10,64,16,0.001,0.05,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,1.0,100.0,2.925,0.06859999999999984,0.34973047690675174,16.15936947268403,0.08569842482831035,50.36,0.36,0.86,50.86,10.875,4.0,0.38799999999999996,0.0,0.0,0.0,99.4884669899982
0.0,0.0,temporal_ar1,0.9,2,4,Estimated Rotating Grid B=4,200,2,50,10,64,16,0.001,0.05,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,1.0,100.0,4.105,0.00980000000000066,0.39831468971019474,17.003688822071208,0.10685180654425792,51.95,1.95,1.215,51.215,29.440476190476193,4.0,1.1580892857142857,0.0,0.0,0.0,99.18992490355029
0.0,0.0,temporal_ar1,0.9,2,4,Sparse-TopK Feedback Grid B=4 sm=2 tf=0.75,200,2,50,10,64,16,0.001,0.05,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.75,0.0,0.0,0.0,50.0,0.0,1.0,100.0,3.74,0.05880000000000005,0.39065131210530607,16.31278069406711,0.08420587868773317,50.555,0.555,1.95,51.95,11.670238095238094,12.0,0.8195892857142857,0.0,0.0,0.0,99.31497458909456
0.0,0.0,temporal_ar1,0.9,2,4,Sparse-TopK Feedback Grid B=4 sm=3 tf=0.75,200,2,50,10,64,16,0.001,0.05,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.75,0.0,0.0,0.0,50.0,0.0,1.0,100.0,3.455,0.08819999999999985,0.3753598625641378,16.249356542427982,0.22090714204711934,50.505,0.505,1.52,51.52,11.271428571428572,16.0,0.6086944444444444,0.0,0.0,0.0,99.37656850867316
0.0,0.0,temporal_ar1,0.9,2,4,Adaptive Sparse-TopK Feedback Grid B=4 bm=2 em=3 mt=0 tf=0.75,200,2,50,10,64,16,0.001,0.05,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.75,2.0,3.0,0.0,50.0,0.0,1.0,100.0,3.74,0.05880000000000005,0.39071606985367496,16.320679751056556,0.08680684135403446,50.58,0.58,1.95,51.95,12.211904761904762,12.0,0.8195892857142857,0.0,0.0,0.02098690476190476,99.31102506059985
0.0,0.0,temporal_ar1,0.9,2,4,Adaptive Sparse-TopK Feedback Grid B=4 bm=2 em=3 mt=0.02 tf=0.75,200,2,50,10,64,16,0.001,0.05,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.75,2.0,3.0,0.02,50.0,0.0,1.0,100.0,3.635,0.12740000000000032,0.3772377613108439,16.251551604966284,0.012057690181181399,50.475,0.475,1.825,51.825,10.44781746031746,13.436507936507937,0.7484861111111111,0.0,0.35912698412698413,0.02103563492063492,99.35259377755843
0.0,0.0,temporal_ar1,0.9,2,4,Adaptive Sparse-TopK Feedback Grid B=4 bm=2 em=3 mt=0.05 tf=0.75,200,2,50,10,64,16,0.001,0.05,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.75,2.0,3.0,0.05,50.0,0.0,1.0,100.0,3.47,0.05880000000000005,0.3778467612131939,16.2851251374581,0.15630556562523173,50.515,0.515,1.545,51.545,11.46031746031746,15.545333333333334,0.6187777777777778,0.0,0.8863333333333333,0.02176563492063492,99.37167570586618
0.0,0.0,temporal_ar1,0.9,2,4,Adaptive Sparse-TopK Feedback Grid B=4 bm=2 em=3 mt=0.1 tf=0.75,200,2,50,10,64,16,0.001,0.05,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.75,2.0,3.0,0.1,50.0,0.0,1.0,100.0,3.455,0.08819999999999985,0.37429122294929085,16.24114530227732,0.22598442510795577,50.5,0.5,1.52,51.52,11.118650793650794,15.912666666666667,0.6086944444444444,0.0,0.9781666666666666,0.021695634920634924,99.38176674418847
0.0,0.0,temporal_ar1,0.9,2,4,Adaptive Sparse-TopK Feedback Grid B=4 bm=2 em=3 mt=0.2 tf=0.75,200,2,50,10,64,16,0.001,0.05,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.75,2.0,3.0,0.2,50.0,0.0,1.0,100.0,3.455,0.08819999999999985,0.37429122294929085,16.24114530227732,0.22598442510795577,50.5,0.5,1.52,51.52,11.118650793650794,16.0,0.6086944444444444,0.0,1.0,0.021695634920634924,99.38176674418847
0.0,0.0,temporal_ar1,0.9,2,4,Stale-TopK Feedback Grid B=4,200,2,50,10,64,16,0.001,0.05,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,1.0,100.0,3.55,0.07840000000000007,0.37361500529548125,16.305042715066268,0.03657485944841703,50.485,0.485,1.62,51.62,10.795833333333334,20.0,0.5542797619047619,0.0,0.0,0.0,99.37986376774171
0.0,0.0,temporal_ar1,0.9,2,4,Temporal Deviation Oracle B=4,200,2,50,10,64,16,0.001,0.05,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,1.0,100.0,3.125,0.04899999999999982,0.3699675487018305,16.258098366092813,0.05104778305061536,50.4,0.4,1.075,51.075,10.899999999999999,4.0,0.4170833333333333,0.0,0.0,0.0,99.42828513159276
0.0,0.0,temporal_ar1,0.9,3,4,Estimated Rotating Grid B=4,200,2,50,10,64,16,0.001,0.05,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,1.0,100.0,4.215,0.009799999999999792,0.4003776140469877,17.05847882530413,0.19717567225420432,52.03,2.03,1.24,51.24,29.57797619047619,4.0,1.1532460317460318,0.0,0.0,0.0,99.16274581430972
0.0,0.0,temporal_ar1,0.9,3,4,Sparse-TopK Feedback Grid B=4 sm=2 tf=0.75,200,2,50,10,64,16,0.001,0.05,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.75,0.0,0.0,0.0,50.0,0.0,1.0,100.0,3.915,0.1078000000000003,0.40059122643723816,16.3881338261764,0.009406896381786751,50.625,0.625,2.11,52.11,12.446428571428571,12.0,0.8159464285714286,0.0,0.0,0.0,99.27176557159073
0.0,0.0,temporal_ar1,0.9,3,4,Sparse-TopK Feedback Grid B=4 sm=3 tf=0.75,200,2,50,10,64,16,0.001,0.05,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.75,0.0,0.0,0.0,50.0,0.0,1.0,100.0,3.63,0.2939999999999998,0.3844526285685692,16.30212415127864,0.22504548154957874,50.565,0.565,1.645,51.645,11.482738095238094,16.0,0.6105773809523809,0.0,0.0,0.0,99.3372363235247
0.0,0.0,temporal_ar1,0.9,3,4,Adaptive Sparse-TopK Feedback Grid B=4 bm=2 em=3 mt=0 tf=0.75,200,2,50,10,64,16,0.001,0.05,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.75,2.0,3.0,0.0,50.0,0.0,1.0,100.0,3.915,0.1078000000000003,0.40089694167136797,16.377564905104226,0.012949833970496058,50.6,0.6,2.11,52.11,12.129166666666666,12.0,0.8159464285714286,0.0,0.0,0.020709166666666667,99.27705003212682
0.0,0.0,temporal_ar1,0.9,3,4,Adaptive Sparse-TopK Feedback Grid B=4 bm=2 em=3 mt=0.02 tf=0.75,200,2,50,10,64,16,0.001,0.05,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.75,2.0,3.0,0.02,50.0,0.0,1.0,100.0,3.74,0.09800000000000007,0.3922802532887248,16.3498880093275,0.04405797547017435,50.525,0.525,1.905,51.905,11.17738095238095,13.437142857142858,0.75125,0.0,0.3592857142857143,0.02090952380952381,99.30844860124867
0.0,0.0,temporal_ar1,0.9,3,4,Adaptive Sparse-TopK Feedback Grid B=4 bm=2 em=3 mt=0.05 tf=0.75,200,2,50,10,64,16,0.001,0.05,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.75,2.0,3.0,0.05,50.0,0.0,1.0,100.0,3.64,0.2743999999999998,0.38815265591622533,16.349791411227283,0.1475546421645648,50.58,0.58,1.67,51.67,11.894642857142857,15.55780952380952,0.6201607142857142,0.0,0.889452380952381,0.02158404761904762,99.3261613674401
0.0,0.0,temporal_ar1,0.9,3,4,Adaptive Sparse-TopK Feedback Grid B=4 bm=2 em=3 mt=0.1 tf=0.75,200,2,50,10,64,16,0.001,0.05,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.75,2.0,3.0,0.1,50.0,0.0,1.0,100.0,3.63,0.2939999999999998,0.38516861589197765,16.30469876168211,0.21107572734189867,50.565,0.565,1.645,51.645,11.494642857142857,15.915809523809523,0.6105773809523809,0.0,0.9789523809523808,0.021537380952380954,99.33594901832298
0.0,0.0,temporal_ar1,0.9,3,4,Adaptive Sparse-TopK Feedback Grid B=4 bm=2 em=3 mt=0.2 tf=0.75,200,2,50,10,64,16,0.001,0.05,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.75,2.0,3.0,0.2,50.0,0.0,1.0,100.0,3.63,0.2939999999999998,0.38516861589197765,16.30469876168211,0.21107572734189867,50.565,0.565,1.645,51.645,11.494642857142857,16.0,0.6105773809523809,0.0,1.0,0.021537380952380954,99.33594901832298
0.0,0.0,temporal_ar1,0.9,3,4,Stale-TopK Feedback Grid B=4,200,2,50,10,64,16,0.001,0.05,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,1.0,100.0,3.87,0.05880000000000005,0.3727207043763164,16.3310519162714,0.002158438382958678,50.595,0.595,1.85,51.85,11.610714285714284,20.0,0.5722797619047619,0.0,0.0,0.0,99.34793514534451
0.0,0.0,temporal_ar1,0.9,3,4,Temporal Deviation Oracle B=4,200,2,50,10,64,16,0.001,0.05,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,1.0,100.0,3.2,0.05880000000000005,0.37398646924074747,16.26579606889087,0.06067271517180678,50.39,0.39,1.145,51.145,10.541666666666664,4.0,0.41825,0.0,0.0,0.0,99.41605238372708
0.0,0.0,temporal_ar1,0.98,1,4,Estimated Rotating Grid B=4,200,2,50,10,64,16,0.001,0.05,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,1.0,100.0,3.63,0.2743999999999998,0.3951057709703457,16.53491366553409,0.34959226344027505,50.915,0.915,0.58,50.58,18.935119047619047,4.0,0.9517301587301588,0.0,0.0,0.0,99.28695083060911
0.0,0.0,temporal_ar1,0.98,1,4,Sparse-TopK Feedback Grid B=4 sm=2 tf=0.75,200,2,50,10,64,16,0.001,0.05,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.75,0.0,0.0,0.0,49.99,0.0,0.9998,99.0,3.41,0.15680000000000013,0.3678308202680611,16.188114931242623,0.015243390817811784,50.34,0.35,0.695,50.685,7.889285714285714,12.0,0.561156746031746,0.0,0.0,0.0,99.38501289560267
0.0,0.0,temporal_ar1,0.98,1,4,Sparse-TopK Feedback Grid B=4 sm=3 tf=0.75,200,2,50,10,64,16,0.001,0.05,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.75,0.0,0.0,0.0,49.995,0.00979999999999805,0.9998999999999999,99.5,3.225,0.12739999999999987,0.37272385209933007,16.233419073527944,0.05177394908093191,50.325,0.33,0.6,50.595,6.87063492063492,16.0,0.3589265873015873,0.0,0.0,0.0,99.39671796492159
0.0,0.0,temporal_ar1,0.98,1,4,Adaptive Sparse-TopK Feedback Grid B=4 bm=2 em=3 mt=0 tf=0.75,200,2,50,10,64,16,0.001,0.05,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.75,2.0,3.0,0.0,49.99,0.0,0.9998,99.0,3.41,0.15680000000000013,0.37032344625596336,16.208167202291538,0.004505203881545937,50.36,0.37,0.695,50.685,8.20376984126984,12.0,0.561156746031746,0.0,0.0,0.022224206349206348,99.37498676007822
0.0,0.0,temporal_ar1,0.98,1,4,Adaptive Sparse-TopK Feedback Grid B=4 bm=2 em=3 mt=0.02 tf=0.75,200,2,50,10,64,16,0.001,0.05,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.75,2.0,3.0,0.02,49.99,0.0,0.9998,99.0,3.355,0.08819999999999985,0.3687976468039554,16.223633310314437,0.005835253670451124,50.315,0.325,0.675,50.665,7.19126984126984,13.396396825396826,0.5019424603174603,0.0,0.3490992063492063,0.022209206349206354,99.3905789448383
0.0,0.0,temporal_ar1,0.98,1,4,Adaptive Sparse-TopK Feedback Grid B=4 bm=2 em=3 mt=0.05 tf=0.75,200,2,50,10,64,16,0.001,0.05,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.75,2.0,3.0,0.05,49.995,0.00979999999999805,0.9998999999999999,99.5,3.24,0.1372000000000001,0.37488405802798375,16.25438913848375,0.010828046954805045,50.31,0.315,0.6,50.595,6.835714285714285,15.504809523809522,0.3633313492063492,0.0,0.8762023809523811,0.022481150793650793,99.39916451105299
0.0,0.0,temporal_ar1,0.98,1,4,Adaptive Sparse-TopK Feedback Grid B=4 bm=2 em=3 mt=0.1 tf=0.75,200,2,50,10,64,16,0.001,0.05,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.75,2.0,3.0,0.1,49.995,0.00979999999999805,0.9998999999999999,99.5,3.225,0.12739999999999987,0.3725442882430619,16.215416847644125,0.05083034429573715,50.295,0.3,0.6,50.595,6.442857142857143,15.915999999999999,0.3589265873015873,0.0,0.9789999999999999,0.022610912698412696,99.40571907786348
0.0,0.0,temporal_ar1,0.98,1,4,Adaptive Sparse-TopK Feedback Grid B=4 bm=2 em=3 mt=0.2 tf=0.75,200,2,50,10,64,16,0.001,0.05,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.75,2.0,3.0,0.2,49.995,0.00979999999999805,0.9998999999999999,99.5,3.225,0.12739999999999987,0.3725442882430619,16.215416847644125,0.05083034429573715,50.295,0.3,0.6,50.595,6.442857142857143,16.0,0.3589265873015873,0.0,1.0,0.022610912698412696,99.40571907786348
0.0,0.0,temporal_ar1,0.98,1,4,Stale-TopK Feedback Grid B=4,200,2,50,10,64,16,0.001,0.05,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.99,0.0,0.9998,99.0,3.165,0.08819999999999985,0.3639784001679609,16.22085751536148,0.12490457320463576,50.33,0.34,0.44,50.43,8.173809523809524,20.0,0.2546130952380952,0.0,0.0,0.0,99.43547663007575
0.0,0.0,temporal_ar1,0.98,1,4,Temporal Deviation Oracle B=4,200,2,50,10,64,16,0.001,0.05,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,1.0,100.0,2.79,0.0,0.356908661862293,16.199416201019115,0.03284327179794587,50.29,0.29,0.265,50.265,9.016666666666666,4.0,0.1825,0.0,0.0,0.0,99.49790836278447
0.0,0.0,temporal_ar1,0.98,2,4,Estimated Rotating Grid B=4,200,2,50,10,64,16,0.001,0.05,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.995,0.00979999999999805,0.9998999999999999,99.5,3.85,0.1176000000000001,0.40327221553698933,16.665814315759423,0.20382207825534485,51.11,1.115,0.66,50.655,20.888492063492063,4.0,0.9557162698412699,0.0,0.0,0.0,99.20777127073437
0.0,0.0,temporal_ar1,0.98,2,4,Sparse-TopK Feedback Grid B=4 sm=2 tf=0.75,200,2,50,10,64,16,0.001,0.05,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.75,0.0,0.0,0.0,49.99,0.0,0.9998,99.0,3.575,0.08820000000000029,0.3854336345736516,16.31904683489174,0.010119672083545481,50.455,0.465,0.79,50.78,9.344841269841268,12.0,0.5768412698412698,0.0,0.0,0.0,99.32223283330539
0.0,0.0,temporal_ar1,0.98,2,4,Sparse-TopK Feedback Grid B=4 sm=3 tf=0.75,200,2,50,10,64,16,0.001,0.05,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.75,0.0,0.0,0.0,49.99,0.019600000000003066,0.9998,99.0,3.535,0.029399999999999808,0.3868172270634207,16.364227721522877,0.13020453773000643,50.495,0.505,0.685,50.675,9.094047619047618,16.0,0.3805277777777778,0.0,0.0,0.0,99.31037463000061
0.0,0.0,temporal_ar1,0.98,2,4,Adaptive Sparse-TopK Feedback Grid B=4 bm=2 em=3 mt=0 tf=0.75,200,2,50,10,64,16,0.001,0.05,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.75,2.0,3.0,0.0,49.99,0.0,0.9998,99.0,3.575,0.08820000000000029,0.38776226910755357,16.33169845762422,0.01793467009705168,50.47,0.48,0.79,50.78,9.79265873015873,12.0,0.5768412698412698,0.0,0.0,0.02197984126984127,99.31354379024971
0.0,0.0,temporal_ar1,0.98,2,4,Adaptive Sparse-TopK Feedback Grid B=4 bm=2 em=3 mt=0.02 tf=0.75,200,2,50,10,64,16,0.001,0.05,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.75,2.0,3.0,0.02,49.985,0.009800000000005013,0.9997,98.5,3.62,0.21560000000000018,0.38743209486166946,16.37034889937756,0.01898612900528192,50.475,0.49,0.795,50.78,9.528373015873015,13.376769841269843,0.5248690476190475,0.0,0.34419246031746026,0.021959246031746035,99.30256178863688
0.0,0.0,temporal_ar1,0.98,2,4,Adaptive Sparse-TopK Feedback Grid B=4 bm=2 em=3 mt=0.05 tf=0.75,200,2,50,10,64,16,0.001,0.05,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.75,2.0,3.0,0.05,49.99,0.019600000000003066,0.9998,99.0,3.565,0.009799999999999792,0.38703722645172917,16.356585595314378,0.04476692043157939,50.45,0.46,0.69,50.68,8.749007936507937,15.524563492063495,0.3864444444444445,0.0,0.8811408730158728,0.0224827380952381,99.3250678001639
0.0,0.0,temporal_ar1,0.98,2,4,Adaptive Sparse-TopK Feedback Grid B=4 bm=2 em=3 mt=0.1 tf=0.75,200,2,50,10,64,16,0.001,0.05,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.75,2.0,3.0,0.1,49.99,0.019600000000003066,0.9998,99.0,3.535,0.029399999999999808,0.38609833562137597,16.33452466336886,0.050982543696305595,50.455,0.465,0.685,50.675,8.653174603174604,15.918666666666669,0.3805277777777778,0.0,0.9796666666666667,0.02272107142857143,99.32522615907762
0.0,0.0,temporal_ar1,0.98,2,4,Adaptive Sparse-TopK Feedback Grid B=4 bm=2 em=3 mt=0.2 tf=0.75,200,2,50,10,64,16,0.001,0.05,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.75,2.0,3.0,0.2,49.99,0.019600000000003066,0.9998,99.0,3.535,0.029399999999999808,0.38609833562137597,16.33452466336886,0.050982543696305595,50.455,0.465,0.685,50.675,8.653174603174604,16.0,0.3805277777777778,0.0,1.0,0.02272107142857143,99.32522615907762
0.0,0.0,temporal_ar1,0.98,2,4,Stale-TopK Feedback Grid B=4,200,2,50,10,64,16,0.001,0.05,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.99,0.0,0.9998,99.0,3.345,0.08820000000000029,0.3750919653897361,16.322245085104804,0.048903776916838664,50.43,0.44,0.51,50.5,9.492658730158729,20.0,0.27964285714285714,0.0,0.0,0.0,99.3866249265154
0.0,0.0,temporal_ar1,0.98,2,4,Temporal Deviation Oracle B=4,200,2,50,10,64,16,0.001,0.05,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,1.0,100.0,2.885,0.029399999999999808,0.36470875657047475,16.25077495534329,0.01568881847547921,50.34,0.34,0.325,50.325,9.916666666666664,4.0,0.19833333333333336,0.0,0.0,0.0,99.47059908529653
0.0,0.0,temporal_ar1,0.98,3,4,Estimated Rotating Grid B=4,200,2,50,10,64,16,0.001,0.05,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.99,0.0,0.9998,99.0,3.925,0.06859999999999984,0.4034981884281649,16.686469010557524,0.17821980442957275,51.135,1.145,0.695,50.685,20.981944444444444,4.0,0.9548650793650794,0.0,0.0,0.0,99.19222141926726
0.0,0.0,temporal_ar1,0.98,3,4,Sparse-TopK Feedback Grid B=4 sm=2 tf=0.75,200,2,50,10,64,16,0.001,0.05,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.75,0.0,0.0,0.0,49.985,0.009800000000005013,0.9997,98.5,3.7,0.11759999999999966,0.38989099328980287,16.370680673494526,0.02427987035193247,50.515,0.53,0.84,50.825,9.906150793650792,12.0,0.5852579365079364,0.0,0.0,0.0,99.28402429676133
0.0,0.0,temporal_ar1,0.98,3,4,Sparse-TopK Feedback Grid B=4 sm=3 tf=0.75,200,2,50,10,64,16,0.001,0.05,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.75,0.0,0.0,0.0,49.98,0.019600000000003066,0.9995999999999999,98.0,3.61,0.05880000000000005,0.390225715478666,16.406237468678444,0.10605270364268747,50.54,0.56,0.7,50.68,9.462301587301585,16.0,0.3844940476190476,0.0,0.0,0.0,99.27016723781313
0.0,0.0,temporal_ar1,0.98,3,4,Adaptive Sparse-TopK Feedback Grid B=4 bm=2 em=3 mt=0 tf=0.75,200,2,50,10,64,16,0.001,0.05,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.75,2.0,3.0,0.0,49.985,0.009800000000005013,0.9997,98.5,3.7,0.11759999999999966,0.38864656285301935,16.350562527785726,0.061288286024362065,50.495,0.51,0.84,50.825,9.849603174603175,12.0,0.5852579365079364,0.0,0.0,0.021957738095238096,99.29047668560588
0.0,0.0,temporal_ar1,0.98,3,4,Adaptive Sparse-TopK Feedback Grid B=4 bm=2 em=3 mt=0.02 tf=0.75,200,2,50,10,64,16,0.001,0.05,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.75,2.0,3.0,0.02,49.975,0.00979999999999805,0.9995,97.5,3.72,0.19599999999999973,0.38772413448969045,16.395338558315082,0.022287463091828667,50.515,0.54,0.84,50.815,9.96984126984127,13.368785714285714,0.5316805555555555,0.0,0.34219642857142857,0.021922976190476194,99.26333670076143
0.0,0.0,temporal_ar1,0.98,3,4,Adaptive Sparse-TopK Feedback Grid B=4 bm=2 em=3 mt=0.05 tf=0.75,200,2,50,10,64,16,0.001,0.05,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.75,2.0,3.0,0.05,49.98,0.019600000000003066,0.9995999999999999,98.0,3.635,0.029399999999999808,0.3905862076139646,16.40855217115054,0.06285542588267937,50.51,0.53,0.7,50.68,9.452579365079364,15.527015873015873,0.3902321428571429,0.0,0.8817539682539681,0.022735079365079364,99.27988199363612
0.0,0.0,temporal_ar1,0.98,3,4,Adaptive Sparse-TopK Feedback Grid B=4 bm=2 em=3 mt=0.1 tf=0.75,200,2,50,10,64,16,0.001,0.05,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.75,2.0,3.0,0.1,49.98,0.019600000000003066,0.9995999999999999,98.0,3.61,0.05880000000000005,0.38933061586381074,16.381760974303663,0.07834236835408134,50.51,0.53,0.7,50.68,9.276388888888889,15.918666666666669,0.3844940476190476,0.0,0.9796666666666667,0.02296662698412699,99.28240548500051
0.0,0.0,temporal_ar1,0.98,3,4,Adaptive Sparse-TopK Feedback Grid B=4 bm=2 em=3 mt=0.2 tf=0.75,200,2,50,10,64,16,0.001,0.05,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.75,2.0,3.0,0.2,49.98,0.019600000000003066,0.9995999999999999,98.0,3.61,0.05880000000000005,0.38933061586381074,16.381760974303663,0.07834236835408134,50.51,0.53,0.7,50.68,9.276388888888889,16.0,0.3844940476190476,0.0,1.0,0.02296662698412699,99.28240548500051
0.0,0.0,temporal_ar1,0.98,3,4,Stale-TopK Feedback Grid B=4,200,2,50,10,64,16,0.001,0.05,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.995,0.00979999999999805,0.9998999999999999,99.5,3.45,0.07840000000000007,0.3785165542802825,16.375974089191057,0.064448109087201,50.515,0.52,0.535,50.53,10.395833333333332,20.0,0.28567857142857145,0.0,0.0,0.0,99.37003304061585
0.0,0.0,temporal_ar1,0.98,3,4,Temporal Deviation Oracle B=4,200,2,50,10,64,16,0.001,0.05,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,1.0,100.0,2.895,0.02940000000000024,0.3676915519982058,16.26050523422569,0.01904632147191023,50.34,0.34,0.33,50.33,9.842857142857142,4.0,0.19842857142857143,0.0,0.0,0.0,99.46385857419351
