policy,channel_rho,csi_delay_slots,episodes,num_seeds,mask_correction_strength,mask_correction_noise_deadband_z,mask_correction_max_delta,confirmation_feedback_noise_std,success_mean,perfect_rate,slots_mean,failed_nodes_mean,missed_opportunities_mean,true_opportunities_mean,decision_preview_calls_per_slot_mean,oracle_tx_gap_mean,mask_correction_added_mean,mask_correction_pruned_mean,mask_correction_target_delta_mean,mask_correction_applied_rate
Noise-Aware Mask-Corrected Coverage-Aware B=3 mc=0.75 clip=2,0.98,3,900,3,0.75,0.0,2.0,0.02,49.995555555555555,99.55555555555556,3.7111111111111112,4.731111111111111,3.64,53.635555555555555,16.0,1.6657116402116403,0.4669400352733686,0.26195238095238094,0.20498765432098764,0.5698447971781305
Mask-Corrected Coverage-Aware B=3 mc=1,0.98,3,900,3,1.0,0.0,-1.0,0.02,49.99666666666667,99.66666666666667,3.638888888888889,4.731111111111111,3.5166666666666666,53.513333333333335,16.0,1.634439594356261,0.62125,0.33683024691358027,0.28441975308641976,0.5794029982363316
Noise-Aware Mask-Corrected Coverage-Aware B=3 mc=1 clip=2,0.98,3,900,3,1.0,0.0,2.0,0.02,49.99666666666667,99.66666666666667,3.687777777777778,4.746666666666667,3.577777777777778,53.574444444444445,16.0,1.6565837742504408,0.5172442680776014,0.28565388007054676,0.23159038800705467,0.5754902998236331
Coverage-Aware B=3 sm=4.1,0.7,1,900,3,0.0,0.0,-1.0,0.05,50.0,100.0,3.9466666666666668,8.643333333333333,6.8966666666666665,56.89666666666667,16.0,2.9997239858906526,0.0,0.0,0.0,0.0
Mask-Corrected Coverage-Aware B=3 mc=0.75,0.7,1,900,3,0.75,0.0,-1.0,0.05,50.0,100.0,3.641111111111111,8.493333333333334,5.703333333333333,55.70333333333333,16.0,2.834398148148148,0.7263465608465608,0.33835185185185185,0.387994708994709,0.6106679894179894
Noise-Aware Mask-Corrected Coverage-Aware B=3 mc=0.75 clip=2,0.7,1,900,3,0.75,0.0,2.0,0.05,50.0,100.0,3.692222222222222,8.576666666666666,5.8533333333333335,55.85333333333333,16.0,2.8619629629629633,0.6021785714285715,0.26798809523809525,0.33419047619047615,0.6116005291005291
Mask-Corrected Coverage-Aware B=3 mc=1,0.7,1,900,3,1.0,0.0,-1.0,0.05,50.0,100.0,3.5366666666666666,8.455555555555556,5.3677777777777775,55.367777777777775,16.0,2.784287037037037,0.9692301587301587,0.4293968253968254,0.5398333333333334,0.621468253968254
Noise-Aware Mask-Corrected Coverage-Aware B=3 mc=1 clip=2,0.7,1,900,3,1.0,0.0,2.0,0.05,50.0,100.0,3.651111111111111,8.565555555555555,5.757777777777778,55.757777777777775,16.0,2.860240740740741,0.6662843915343916,0.29208597883597887,0.3741984126984127,0.6157275132275133
Coverage-Aware B=3 sm=4.1,0.7,2,900,3,0.0,0.0,-1.0,0.05,50.0,100.0,3.9811111111111113,9.464444444444444,6.622222222222222,56.62222222222222,16.0,2.9633611111111113,0.0,0.0,0.0,0.0
Mask-Corrected Coverage-Aware B=3 mc=0.75,0.7,2,900,3,0.75,0.0,-1.0,0.05,50.0,100.0,3.796666666666667,9.352222222222222,5.99,55.99,16.0,2.918164021164021,0.5959122574955908,0.39671428571428574,0.1991979717813051,0.5971975308641975
Noise-Aware Mask-Corrected Coverage-Aware B=3 mc=0.75 clip=2,0.7,2,900,3,0.75,0.0,2.0,0.05,50.0,100.0,3.7744444444444443,9.336666666666666,6.016666666666667,56.016666666666666,16.0,2.9498844797178134,0.5126666666666666,0.3325163139329806,0.18015035273368607,0.6021441798941799
Mask-Corrected Coverage-Aware B=3 mc=1,0.7,2,900,3,1.0,0.0,-1.0,0.05,50.0,100.0,3.732222222222222,9.314444444444444,5.901111111111111,55.90111111111111,16.0,2.9174338624338625,0.759026455026455,0.49697266313932975,0.2620537918871252,0.5984223985890652
Noise-Aware Mask-Corrected Coverage-Aware B=3 mc=1 clip=2,0.7,2,900,3,1.0,0.0,2.0,0.05,50.0,100.0,3.7444444444444445,9.323333333333334,5.957777777777777,55.95777777777778,16.0,2.958522045855379,0.5657076719576719,0.35693165784832454,0.20877601410934743,0.6035780423280424
Coverage-Aware B=3 sm=4.1,0.7,3,900,3,0.0,0.0,-1.0,0.05,50.0,100.0,3.88,9.794444444444444,6.46,56.46,16.0,3.031958553791887,0.0,0.0,0.0,0.0
Mask-Corrected Coverage-Aware B=3 mc=0.75,0.7,3,900,3,0.75,0.0,-1.0,0.05,50.0,100.0,3.7655555555555558,9.524444444444445,6.124444444444444,56.12444444444444,16.0,2.978716931216931,0.5184735449735449,0.4197539682539682,0.09871957671957672,0.5530939153439154
Noise-Aware Mask-Corrected Coverage-Aware B=3 mc=0.75 clip=2,0.7,3,900,3,0.75,0.0,2.0,0.05,50.0,100.0,3.772222222222222,9.564444444444444,6.138888888888889,56.138888888888886,16.0,2.9999431216931214,0.43492724867724863,0.34919047619047616,0.08573677248677249,0.5550912698412699
Mask-Corrected Coverage-Aware B=3 mc=1,0.7,3,900,3,1.0,0.0,-1.0,0.05,50.0,100.0,3.741111111111111,9.477777777777778,6.127777777777778,56.12777777777778,16.0,2.9724484126984128,0.6723214285714285,0.5427328042328042,0.12958862433862434,0.5571164021164021
Noise-Aware Mask-Corrected Coverage-Aware B=3 mc=1 clip=2,0.7,3,900,3,1.0,0.0,2.0,0.05,50.0,100.0,3.767777777777778,9.58,6.125555555555556,56.12555555555556,16.0,3.0029999999999997,0.47578571428571426,0.3796560846560847,0.09612962962962963,0.5584272486772487
Coverage-Aware B=3 sm=4.1,0.9,1,900,3,0.0,0.0,-1.0,0.05,50.0,100.0,3.8833333333333333,6.388888888888889,5.067777777777778,55.06777777777778,16.0,2.3100119047619048,0.0,0.0,0.0,0.0
Mask-Corrected Coverage-Aware B=3 mc=0.75,0.9,1,900,3,0.75,0.0,-1.0,0.05,50.0,100.0,3.641111111111111,6.7,3.9344444444444444,53.934444444444445,16.0,2.079964726631393,0.7302081128747795,0.2549673721340388,0.4752407407407407,0.6118835978835979
Noise-Aware Mask-Corrected Coverage-Aware B=3 mc=0.75 clip=2,0.9,1,900,3,0.75,0.0,2.0,0.05,50.0,100.0,3.6422222222222222,6.644444444444445,4.107777777777778,54.10777777777778,16.0,2.1435308641975306,0.635641975308642,0.22790343915343916,0.40773853615520284,0.6188849206349206
Mask-Corrected Coverage-Aware B=3 mc=1,0.9,1,900,3,1.0,0.0,-1.0,0.05,50.0,100.0,3.6155555555555554,6.883333333333334,3.683333333333333,53.68333333333333,16.0,2.0134241622574955,0.9398483245149911,0.3171710758377425,0.6226772486772486,0.6189779541446208
Noise-Aware Mask-Corrected Coverage-Aware B=3 mc=1 clip=2,0.9,1,900,3,1.0,0.0,2.0,0.05,50.0,100.0,3.6244444444444444,6.714444444444444,4.0377777777777775,54.03777777777778,16.0,2.1335432098765432,0.6970229276895944,0.24839241622574956,0.44863051146384475,0.622616402116402
Coverage-Aware B=3 sm=4.1,0.9,2,900,3,0.0,0.0,-1.0,0.05,49.99777777777778,99.77777777777777,4.34,8.352222222222222,6.208888888888889,56.20666666666666,16.0,2.586718253968254,0.0,0.0,0.0,0.0
Mask-Corrected Coverage-Aware B=3 mc=0.75,0.9,2,900,3,0.75,0.0,-1.0,0.05,50.0,100.0,4.023333333333333,8.332222222222223,5.1066666666666665,55.10666666666667,16.0,2.4354651675485006,0.6754298941798941,0.3114166666666666,0.3640132275132275,0.6079453262786596
Noise-Aware Mask-Corrected Coverage-Aware B=3 mc=0.75 clip=2,0.9,2,900,3,0.75,0.0,2.0,0.05,50.0,100.0,4.052222222222222,8.344444444444445,5.294444444444444,55.294444444444444,16.0,2.4944960317460314,0.5677438271604938,0.2789453262786596,0.28879850088183423,0.6095820105820106
Mask-Corrected Coverage-Aware B=3 mc=1,0.9,2,900,3,1.0,0.0,-1.0,0.05,49.99888888888889,99.8888888888889,4.032222222222222,8.48,4.873333333333333,54.87222222222222,16.0,2.3775599647266317,0.8549872134038802,0.38213007054673725,0.47285714285714286,0.6082605820105821
Noise-Aware Mask-Corrected Coverage-Aware B=3 mc=1 clip=2,0.9,2,900,3,1.0,0.0,2.0,0.05,50.0,100.0,4.0311111111111115,8.41,5.24,55.24,16.0,2.497377865961199,0.6270683421516754,0.29864682539682536,0.3284215167548501,0.6121723985890652
Coverage-Aware B=3 sm=4.1,0.9,3,900,3,0.0,0.0,-1.0,0.05,49.99666666666667,99.66666666666667,4.527777777777778,9.575555555555555,6.601111111111111,56.59777777777778,16.0,2.690298941798942,0.0,0.0,0.0,0.0
Mask-Corrected Coverage-Aware B=3 mc=0.75,0.9,3,900,3,0.75,0.0,-1.0,0.05,49.995555555555555,99.55555555555556,4.232222222222222,9.36888888888889,5.704444444444444,55.7,16.0,2.5904276895943563,0.6243483245149912,0.36383906525573195,0.2605092592592593,0.5985348324514991
Noise-Aware Mask-Corrected Coverage-Aware B=3 mc=0.75 clip=2,0.9,3,900,3,0.75,0.0,2.0,0.05,49.995555555555555,99.55555555555556,4.25,9.4,5.804444444444444,55.8,16.0,2.6222676366843034,0.530668430335097,0.3067530864197531,0.2239153439153439,0.601895061728395
Mask-Corrected Coverage-Aware B=3 mc=1,0.9,3,900,3,1.0,0.0,-1.0,0.05,49.99666666666667,99.66666666666667,4.211111111111111,9.346666666666666,5.506666666666667,55.50333333333333,16.0,2.5471728395061732,0.7765132275132275,0.45774382716049383,0.31876940035273366,0.5925661375661376
Noise-Aware Mask-Corrected Coverage-Aware B=3 mc=1 clip=2,0.9,3,900,3,1.0,0.0,2.0,0.05,49.995555555555555,99.55555555555556,4.225555555555555,9.37888888888889,5.762222222222222,55.757777777777775,16.0,2.6298059964726628,0.5771349206349207,0.3359029982363316,0.24123192239858907,0.6052451499118165
Coverage-Aware B=3 sm=4.1,0.98,1,900,3,0.0,0.0,-1.0,0.05,50.0,100.0,3.5055555555555555,2.7855555555555553,2.33,52.33,16.0,1.301805114638448,0.0,0.0,0.0,0.0
Mask-Corrected Coverage-Aware B=3 mc=0.75,0.98,1,900,3,0.75,0.0,-1.0,0.05,50.0,100.0,3.347777777777778,3.8833333333333333,1.5477777777777777,51.547777777777775,16.0,1.0726719576719577,0.8030088183421518,0.15527336860670193,0.6477354497354497,0.6010864197530864
Noise-Aware Mask-Corrected Coverage-Aware B=3 mc=0.75 clip=2,0.98,1,900,3,0.75,0.0,2.0,0.05,50.0,100.0,3.368888888888889,3.72,1.6755555555555555,51.675555555555555,16.0,1.117558201058201,0.6799691358024691,0.14644797178130511,0.533521164021164,0.6032716049382716
Mask-Corrected Coverage-Aware B=3 mc=1,0.98,1,900,3,1.0,0.0,-1.0,0.05,50.0,100.0,3.331111111111111,4.2877777777777775,1.4233333333333333,51.42333333333333,16.0,1.0285555555555557,1.0149611992945327,0.1847283950617284,0.8302328042328042,0.6000573192239859
Noise-Aware Mask-Corrected Coverage-Aware B=3 mc=1 clip=2,0.98,1,900,3,1.0,0.0,2.0,0.05,50.0,100.0,3.352222222222222,3.8544444444444443,1.6355555555555557,51.635555555555555,16.0,1.1057116402116403,0.7539744268077602,0.16128130511463842,0.5926931216931217,0.607279541446208
Coverage-Aware B=3 sm=4.1,0.98,2,900,3,0.0,0.0,-1.0,0.05,50.0,100.0,3.9066666666666667,4.387777777777778,3.3666666666666667,53.36666666666667,16.0,1.6565608465608466,0.0,0.0,0.0,0.0
Mask-Corrected Coverage-Aware B=3 mc=0.75,0.98,2,900,3,0.75,0.0,-1.0,0.05,49.99888888888889,99.8888888888889,3.6433333333333335,5.1433333333333335,2.448888888888889,52.44777777777778,16.0,1.4479118165784832,0.7415555555555555,0.19847883597883598,0.5430767195767195,0.5924911816578483
Noise-Aware Mask-Corrected Coverage-Aware B=3 mc=0.75 clip=2,0.98,2,900,3,0.75,0.0,2.0,0.05,49.99888888888889,99.8888888888889,3.6744444444444446,5.064444444444445,2.5755555555555554,52.574444444444445,16.0,1.4880864197530865,0.6429298941798941,0.18171428571428572,0.46121560846560844,0.5998813932980599
Mask-Corrected Coverage-Aware B=3 mc=1,0.98,2,900,3,1.0,0.0,-1.0,0.05,49.99888888888889,99.8888888888889,3.6233333333333335,5.434444444444445,2.2688888888888887,52.26777777777778,16.0,1.388880070546737,0.9470057319223986,0.23334259259259257,0.713663139329806,0.5903747795414462
Noise-Aware Mask-Corrected Coverage-Aware B=3 mc=1 clip=2,0.98,2,900,3,1.0,0.0,2.0,0.05,49.99888888888889,99.8888888888889,3.67,5.156666666666666,2.5255555555555556,52.52444444444444,16.0,1.4779739858906524,0.7047385361552029,0.1936256613756614,0.5111128747795414,0.6014819223985891
Coverage-Aware B=3 sm=4.1,0.98,3,900,3,0.0,0.0,-1.0,0.05,49.99888888888889,99.8888888888889,4.178888888888889,5.557777777777778,4.078888888888889,54.077777777777776,16.0,1.882608024691358,0.0,0.0,0.0,0.0
Mask-Corrected Coverage-Aware B=3 mc=0.75,0.98,3,900,3,0.75,0.0,-1.0,0.05,49.99888888888889,99.8888888888889,3.962222222222222,6.163333333333333,3.061111111111111,53.06,16.0,1.6719920634920635,0.7002804232804233,0.22819179894179895,0.4720886243386243,0.6036468253968253
Noise-Aware Mask-Corrected Coverage-Aware B=3 mc=0.75 clip=2,0.98,3,900,3,0.75,0.0,2.0,0.05,49.99888888888889,99.8888888888889,3.9566666666666666,6.086666666666667,3.2333333333333334,53.23222222222222,16.0,1.7206565255731923,0.606634479717813,0.2089126984126984,0.39772178130511465,0.6051953262786596
Mask-Corrected Coverage-Aware B=3 mc=1,0.98,3,900,3,1.0,0.0,-1.0,0.05,49.99888888888889,99.8888888888889,3.8944444444444444,6.388888888888889,2.8833333333333333,52.882222222222225,16.0,1.621743386243386,0.90438139329806,0.2733452380952381,0.6310361552028219,0.6048681657848325
Noise-Aware Mask-Corrected Coverage-Aware B=3 mc=1 clip=2,0.98,3,900,3,1.0,0.0,2.0,0.05,49.99888888888889,99.8888888888889,3.9544444444444444,6.187777777777778,3.201111111111111,53.2,16.0,1.7163487654320988,0.6618425925925926,0.23180026455026453,0.43004232804232806,0.6070357142857142
Coverage-Aware B=3 sm=4.1,0.7,1,900,3,0.0,0.0,-1.0,0.1,50.0,100.0,4.017777777777778,9.38111111111111,6.85,56.85,16.0,3.143611111111111,0.0,0.0,0.0,0.0
Mask-Corrected Coverage-Aware B=3 mc=0.75,0.7,1,900,3,0.75,0.0,-1.0,0.1,50.0,100.0,3.6955555555555555,9.382222222222222,4.734444444444445,54.73444444444444,16.0,2.7165850970017638,1.059637566137566,0.3160295414462081,0.7436080246913581,0.6443077601410935
Noise-Aware Mask-Corrected Coverage-Aware B=3 mc=0.75 clip=2,0.7,1,900,3,0.75,0.0,2.0,0.1,50.0,100.0,3.7644444444444445,9.377777777777778,5.305555555555555,55.30555555555556,16.0,2.877150352733686,0.7527755731922399,0.23157319223985892,0.5212023809523809,0.6374506172839506
Mask-Corrected Coverage-Aware B=3 mc=1,0.7,1,900,3,1.0,0.0,-1.0,0.1,50.0,100.0,3.5677777777777777,9.372222222222222,4.092222222222222,54.09222222222222,16.0,2.5529664902998235,1.440558201058201,0.3971428571428572,1.043415343915344,0.6512006172839506
Noise-Aware Mask-Corrected Coverage-Aware B=3 mc=1 clip=2,0.7,1,900,3,1.0,0.0,2.0,0.1,50.0,100.0,3.75,9.436666666666667,5.206666666666667,55.20666666666666,16.0,2.86497442680776,0.8133990299823632,0.2460268959435626,0.5673721340388007,0.6393395061728395
Coverage-Aware B=3 sm=4.1,0.7,2,900,3,0.0,0.0,-1.0,0.1,50.0,100.0,4.0744444444444445,10.303333333333333,6.833333333333333,56.833333333333336,16.0,3.1655850970017636,0.0,0.0,0.0,0.0
Mask-Corrected Coverage-Aware B=3 mc=0.75,0.7,2,900,3,0.75,0.0,-1.0,0.1,50.0,100.0,3.8044444444444445,10.164444444444445,5.15,55.15,16.0,2.8232632275132277,0.9111741622574956,0.3530379188712522,0.5581362433862435,0.6196243386243386
Noise-Aware Mask-Corrected Coverage-Aware B=3 mc=0.75 clip=2,0.7,2,900,3,0.75,0.0,2.0,0.1,50.0,100.0,3.8422222222222224,10.21888888888889,5.5488888888888885,55.54888888888889,16.0,2.9519285714285717,0.6611455026455026,0.2624484126984127,0.39869708994708997,0.616808201058201
Mask-Corrected Coverage-Aware B=3 mc=1,0.7,2,900,3,1.0,0.0,-1.0,0.1,49.99888888888889,99.8888888888889,3.78,10.223333333333333,4.711111111111111,54.71,16.0,2.6936582892416223,1.165375220458554,0.45581922398589064,0.7095559964726632,0.6101781305114637
Noise-Aware Mask-Corrected Coverage-Aware B=3 mc=1 clip=2,0.7,2,900,3,1.0,0.0,2.0,0.1,50.0,100.0,3.8344444444444443,10.245555555555555,5.447777777777778,55.44777777777778,16.0,2.9339656084656083,0.7083214285714287,0.2742857142857143,0.4340357142857143,0.6152738095238095
Coverage-Aware B=3 sm=4.1,0.7,3,900,3,0.0,0.0,-1.0,0.1,50.0,100.0,3.988888888888889,10.49,6.5055555555555555,56.50555555555555,16.0,3.174364638447972,0.0,0.0,0.0,0.0
Mask-Corrected Coverage-Aware B=3 mc=0.75,0.7,3,900,3,0.75,0.0,-1.0,0.1,50.0,100.0,3.801111111111111,10.345555555555556,5.1433333333333335,55.14333333333333,16.0,2.857590388007055,0.8248227513227514,0.364831569664903,0.4599911816578483,0.5761075837742505
Noise-Aware Mask-Corrected Coverage-Aware B=3 mc=0.75 clip=2,0.7,3,900,3,0.75,0.0,2.0,0.1,50.0,100.0,3.8766666666666665,10.403333333333334,5.556666666666667,55.556666666666665,16.0,2.97835229276896,0.5822222222222222,0.28172574955908286,0.3004964726631393,0.5736975308641975
Mask-Corrected Coverage-Aware B=3 mc=1,0.7,3,900,3,1.0,0.0,-1.0,0.1,50.0,100.0,3.7533333333333334,10.292222222222222,4.742222222222222,54.742222222222225,16.0,2.739831128747795,1.0625740740740741,0.45486728395061726,0.6077067901234569,0.567194885361552
Noise-Aware Mask-Corrected Coverage-Aware B=3 mc=1 clip=2,0.7,3,900,3,1.0,0.0,2.0,0.1,50.0,100.0,3.851111111111111,10.393333333333333,5.486666666666666,55.486666666666665,16.0,2.974062610229277,0.6311269841269842,0.2974228395061728,0.33370414462081127,0.5772517636684302
Coverage-Aware B=3 sm=4.1,0.9,1,900,3,0.0,0.0,-1.0,0.1,50.0,100.0,4.023333333333333,6.866666666666666,4.988888888888889,54.98888888888889,16.0,2.420109788359788,0.0,0.0,0.0,0.0
Mask-Corrected Coverage-Aware B=3 mc=0.75,0.9,1,900,3,0.75,0.0,-1.0,0.1,50.0,100.0,3.783333333333333,7.836666666666667,3.258888888888889,53.25888888888889,16.0,2.026473544973545,1.04373721340388,0.24212874779541446,0.8016084656084655,0.6473734567901234
Noise-Aware Mask-Corrected Coverage-Aware B=3 mc=0.75 clip=2,0.9,1,900,3,0.75,0.0,2.0,0.1,50.0,100.0,3.8355555555555556,7.582222222222223,3.6777777777777776,53.67777777777778,16.0,2.1421146384479717,0.7780066137566137,0.19607231040564374,0.5819343033509701,0.64331569664903
Mask-Corrected Coverage-Aware B=3 mc=1,0.9,1,900,3,1.0,0.0,-1.0,0.1,50.0,100.0,3.6777777777777776,8.182222222222222,2.81,52.81,16.0,1.9275167548500882,1.388846560846561,0.30660229276895945,1.0822442680776014,0.6573553791887125
Noise-Aware Mask-Corrected Coverage-Aware B=3 mc=1 clip=2,0.9,1,900,3,1.0,0.0,2.0,0.1,50.0,100.0,3.7955555555555556,7.638888888888889,3.6055555555555556,53.605555555555554,16.0,2.135900352733686,0.840376984126984,0.20879188712522045,0.6315850970017637,0.6462548500881834
Coverage-Aware B=3 sm=4.1,0.9,2,900,3,0.0,0.0,-1.0,0.1,49.99666666666667,99.66666666666667,4.506666666666667,9.434444444444445,6.3277777777777775,56.324444444444445,16.0,2.7694113756613756,0.0,0.0,0.0,0.0
Mask-Corrected Coverage-Aware B=3 mc=0.75,0.9,2,900,3,0.75,0.0,-1.0,0.1,49.99888888888889,99.8888888888889,4.102222222222222,9.652222222222223,4.363333333333333,54.36222222222222,16.0,2.420609788359789,0.9682799823633157,0.30744576719576716,0.6608342151675485,0.6326701940035274
Noise-Aware Mask-Corrected Coverage-Aware B=3 mc=0.75 clip=2,0.9,2,900,3,0.75,0.0,2.0,0.1,49.99777777777778,99.77777777777777,4.223333333333334,9.658888888888889,4.866666666666666,54.864444444444445,16.0,2.5387266313932977,0.7028928571428571,0.23553130511463846,0.46736155202821866,0.6310881834215167
Mask-Corrected Coverage-Aware B=3 mc=1,0.9,2,900,3,1.0,0.0,-1.0,0.1,49.99888888888889,99.8888888888889,4.022222222222222,9.778888888888888,3.8577777777777778,53.85666666666667,16.0,2.3111044973544974,1.2525101410934745,0.38369444444444445,0.86881569664903,0.6263650793650793
Noise-Aware Mask-Corrected Coverage-Aware B=3 mc=1 clip=2,0.9,2,900,3,1.0,0.0,2.0,0.1,49.99777777777778,99.77777777777777,4.165555555555556,9.673333333333334,4.7444444444444445,54.742222222222225,16.0,2.5364501763668432,0.7741816578483246,0.2532791005291005,0.520902557319224,0.6371468253968253
Coverage-Aware B=3 sm=4.1,0.9,3,900,3,0.0,0.0,-1.0,0.1,49.99888888888889,99.8888888888889,4.644444444444445,10.514444444444445,6.6033333333333335,56.602222222222224,16.0,2.8578311287477955,0.0,0.0,0.0,0.0
Mask-Corrected Coverage-Aware B=3 mc=0.75,0.9,3,900,3,0.75,0.0,-1.0,0.1,49.99666666666667,99.66666666666667,4.293333333333333,10.445555555555556,4.746666666666667,54.74333333333333,16.0,2.506971781305115,0.891955467372134,0.3227826278659612,0.5691728395061729,0.6011150793650794
Noise-Aware Mask-Corrected Coverage-Aware B=3 mc=0.75 clip=2,0.9,3,900,3,0.75,0.0,2.0,0.1,49.995555555555555,99.55555555555556,4.317777777777778,10.463333333333333,5.1722222222222225,55.16777777777778,16.0,2.650954144620811,0.6659810405643739,0.2481327160493827,0.41784832451499115,0.6082138447971781
Mask-Corrected Coverage-Aware B=3 mc=1,0.9,3,900,3,1.0,0.0,-1.0,0.1,49.99666666666667,99.66666666666667,4.247777777777777,10.483333333333333,4.311111111111111,54.30777777777778,16.0,2.382886684303351,1.1433082010582012,0.4098999118165785,0.7334082892416226,0.5888267195767196
Noise-Aware Mask-Corrected Coverage-Aware B=3 mc=1 clip=2,0.9,3,900,3,1.0,0.0,2.0,0.1,49.99666666666667,99.66666666666667,4.277777777777778,10.43,5.081111111111111,55.077777777777776,16.0,2.638867724867725,0.7138095238095238,0.26677160493827157,0.44703791887125216,0.6062795414462081
Coverage-Aware B=3 sm=4.1,0.98,1,900,3,0.0,0.0,-1.0,0.1,50.0,100.0,3.5555555555555554,3.0633333333333335,2.2311111111111113,52.23111111111111,16.0,1.4089589947089947,0.0,0.0,0.0,0.0
Mask-Corrected Coverage-Aware B=3 mc=0.75,0.98,1,900,3,0.75,0.0,-1.0,0.1,50.0,100.0,3.418888888888889,5.114444444444445,1.3722222222222222,51.37222222222222,16.0,1.1535661375661375,1.1302037037037036,0.18868253968253967,0.941521164021164,0.6301362433862434
Noise-Aware Mask-Corrected Coverage-Aware B=3 mc=0.75 clip=2,0.98,1,900,3,0.75,0.0,2.0,0.1,50.0,100.0,3.4655555555555555,4.471111111111111,1.5922222222222222,51.59222222222222,16.0,1.22951278659612,0.7992826278659612,0.1602530864197531,0.639029541446208,0.6311344797178131
Mask-Corrected Coverage-Aware B=3 mc=1,0.98,1,900,3,1.0,0.0,-1.0,0.1,50.0,100.0,3.428888888888889,6.028888888888889,1.3066666666666666,51.306666666666665,16.0,1.1272037037037037,1.4755092592592591,0.22228835978835979,1.2532208994708995,0.6319933862433863
Noise-Aware Mask-Corrected Coverage-Aware B=3 mc=1 clip=2,0.98,1,900,3,1.0,0.0,2.0,0.1,50.0,100.0,3.457777777777778,4.618888888888889,1.57,51.57,16.0,1.2235313051146384,0.8595061728395061,0.16623456790123456,0.6932716049382717,0.6349492945326278
Coverage-Aware B=3 sm=4.1,0.98,2,900,3,0.0,0.0,-1.0,0.1,50.0,100.0,3.948888888888889,4.708888888888889,3.1966666666666668,53.196666666666665,16.0,1.7547539682539683,0.0,0.0,0.0,0.0
Mask-Corrected Coverage-Aware B=3 mc=0.75,0.98,2,900,3,0.75,0.0,-1.0,0.1,50.0,100.0,3.7311111111111113,6.336666666666667,1.9622222222222223,51.96222222222222,16.0,1.4549347442680776,1.060675925925926,0.20812037037037037,0.8525555555555555,0.6376776895943562
Noise-Aware Mask-Corrected Coverage-Aware B=3 mc=0.75 clip=2,0.98,2,900,3,0.75,0.0,2.0,0.1,50.0,100.0,3.7711111111111113,5.912222222222222,2.3033333333333332,52.303333333333335,16.0,1.5603831569664903,0.7819444444444444,0.17465961199294533,0.6072848324514991,0.643626102292769
Mask-Corrected Coverage-Aware B=3 mc=1,0.98,2,900,3,1.0,0.0,-1.0,0.1,50.0,100.0,3.661111111111111,6.975555555555555,1.7877777777777777,51.78777777777778,16.0,1.4013249559082892,1.394445767195767,0.25574470899470897,1.1387010582010582,0.6364514991181658
Noise-Aware Mask-Corrected Coverage-Aware B=3 mc=1 clip=2,0.98,2,900,3,1.0,0.0,2.0,0.1,50.0,100.0,3.741111111111111,6.015555555555555,2.2644444444444445,52.26444444444444,16.0,1.559817901234568,0.8451838624338625,0.1895978835978836,0.6555859788359788,0.6475123456790123
Coverage-Aware B=3 sm=4.1,0.98,3,900,3,0.0,0.0,-1.0,0.1,49.99666666666667,99.66666666666667,4.33,6.098888888888889,3.988888888888889,53.98555555555556,16.0,1.9727120811287477,0.0,0.0,0.0,0.0
Mask-Corrected Coverage-Aware B=3 mc=0.75,0.98,3,900,3,0.75,0.0,-1.0,0.1,49.99777777777778,99.77777777777777,4.001111111111111,7.351111111111111,2.5322222222222224,52.53,16.0,1.664944885361552,1.0150776014109348,0.23809876543209876,0.776978835978836,0.6278589065255732
Noise-Aware Mask-Corrected Coverage-Aware B=3 mc=0.75 clip=2,0.98,3,900,3,0.75,0.0,2.0,0.1,49.99666666666667,99.66666666666667,4.065555555555555,7.025555555555556,2.8944444444444444,52.89111111111111,16.0,1.7585471781305113,0.750063492063492,0.1901437389770723,0.5599197530864197,0.6294700176366843
Mask-Corrected Coverage-Aware B=3 mc=1,0.98,3,900,3,1.0,0.0,-1.0,0.1,49.99777777777778,99.77777777777777,3.973333333333333,7.886666666666667,2.2544444444444443,52.25222222222222,16.0,1.5797768959435625,1.3165718694885362,0.29051234567901235,1.0260595238095238,0.6231587301587301
Noise-Aware Mask-Corrected Coverage-Aware B=3 mc=1 clip=2,0.98,3,900,3,1.0,0.0,2.0,0.1,49.99666666666667,99.66666666666667,4.032222222222222,7.098888888888889,2.8144444444444443,52.81111111111111,16.0,1.7470815696649031,0.8072522045855378,0.2017504409171076,0.6055017636684303,0.6294801587301587
