decision_error_std,execution_error_std,mismatch_model,channel_rho,csi_delay_slots,probe_budget,policy,episodes,num_seeds,num_nodes,num_slots,num_irs_elements,num_codebook_states,g_th,alpha_th,gain_margin,power_margin,risk_weight,risk_power_weight,risk_invite_threshold,adaptive_risk_base_weight,opportunity_failure_cost,opportunity_missed_cost,opportunity_deadline_gain,opportunity_backlog_gain,temporal_reliability_z,success_mean,success_ci95,success_rate_mean,perfect_rate,slots_mean,slots_ci95,avg_power,total_energy_mean,total_energy_ci95,scheduled_nodes_mean,failed_nodes_mean,missed_opportunities_mean,true_opportunities_mean,failure_slot_rate,decision_preview_calls_per_slot_mean,oracle_tx_gap_mean,effective_risk_weight_mean,avg_reward
0.0,0.0,temporal_ar1,0.7,1,16,Execution Oracle Full CSI,900,3,50,5,64,16,0.001,0.05,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,1.0,100.0,2.132222222222222,0.008711111111111022,0.30394701672797,15.364682007528536,0.04249857515947512,50.0,0.0,0.0,50.0,0.0,16.0,0.0,0.0,99.67802302765277
0.0,0.0,temporal_ar1,0.7,1,16,Exact Greedy Full CSI,900,3,50,5,64,16,0.001,0.05,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.98888888888889,0.004355555555556237,0.9997777777777778,98.88888888888889,3.138888888888889,0.0385288219837668,0.3344910974078867,16.30743319102541,0.057012404734407295,51.367777777777775,1.3788888888888888,0.5122222222222222,50.50111111111111,27.34259259259259,16.0,0.533037037037037,0.0,99.4503843012378
0.0,0.0,temporal_ar1,0.7,1,4,Estimated Rotating Grid B=4,900,3,50,5,64,16,0.001,0.05,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.94111111111111,0.015704178888685548,0.9988222222222223,94.22222222222221,3.6733333333333333,0.07534607561851586,0.3625418842262039,16.73518640958164,0.04719385673506015,51.80888888888889,1.8677777777777778,1.3533333333333333,51.294444444444444,32.19814814814816,4.0,1.266685185185185,0.0,99.18815340382325
0.0,0.0,temporal_ar1,0.7,1,4,Temporal Deviation Oracle B=4,900,3,50,5,64,16,0.001,0.05,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,1.0,100.0,2.9233333333333333,0.02946043171844272,0.3487087565646731,15.945998004482151,0.040201847948071585,50.30222222222222,0.3022222222222222,1.2144444444444444,51.214444444444446,8.375925925925925,4.0,0.45379629629629625,0.0,99.49534391639406
0.0,0.0,temporal_ar1,0.7,2,16,Execution Oracle Full CSI,900,3,50,5,64,16,0.001,0.05,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,1.0,100.0,2.132222222222222,0.008711111111111022,0.30394701672797,15.364682007528536,0.04249857515947512,50.0,0.0,0.0,50.0,0.0,16.0,0.0,0.0,99.67802302765277
0.0,0.0,temporal_ar1,0.7,2,16,Exact Greedy Full CSI,900,3,50,5,64,16,0.001,0.05,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.97,0.011316065276114414,0.9994,97.0,3.2644444444444445,0.052853190566761576,0.3503249229239234,16.459955342874878,0.0832101712640629,51.437777777777775,1.4677777777777778,0.5933333333333334,50.56333333333333,27.98333333333333,16.0,0.5558333333333333,0.0,99.3557809307403
0.0,0.0,temporal_ar1,0.7,2,4,Estimated Rotating Grid B=4,900,3,50,5,64,16,0.001,0.05,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.916666666666664,0.019959663026917332,0.9983333333333333,91.88888888888889,3.8455555555555554,0.03721388297960524,0.3796711585463733,16.878740864555642,0.10230346962826711,51.82888888888889,1.9122222222222223,1.6122222222222222,51.528888888888886,32.242592592592594,4.0,1.295722222222222,0.0,99.0656383089016
0.0,0.0,temporal_ar1,0.7,2,4,Temporal Deviation Oracle B=4,900,3,50,5,64,16,0.001,0.05,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.99777777777778,0.0021777777777757974,0.9999555555555556,99.77777777777777,3.1244444444444444,0.025115358539505295,0.37830169523932444,16.091216151708736,0.032341342333721025,50.297777777777775,0.3,1.4955555555555555,51.49333333333333,7.93888888888889,4.0,0.48859259259259263,0.0,99.41790328559375
0.0,0.0,temporal_ar1,0.7,3,16,Execution Oracle Full CSI,900,3,50,5,64,16,0.001,0.05,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,1.0,100.0,2.132222222222222,0.008711111111111022,0.30394701672797,15.364682007528536,0.04249857515947512,50.0,0.0,0.0,50.0,0.0,16.0,0.0,0.0,99.67802302765277
0.0,0.0,temporal_ar1,0.7,3,16,Exact Greedy Full CSI,900,3,50,5,64,16,0.001,0.05,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.96111111111111,0.028311111111109465,0.9992222222222221,96.33333333333334,3.2888888888888888,0.05121251775990558,0.3573200808844579,16.500740291375813,0.08763597262942185,51.44,1.478888888888889,0.6144444444444445,50.57555555555555,28.17222222222222,16.0,0.5592222222222223,0.0,99.31187294087482
