decision_error_std,execution_error_std,mismatch_model,channel_rho,csi_delay_slots,probe_budget,policy,result_role,uses_hidden_training_labels,inference_uses_hidden_current_csi,supervision_signal,episodes,num_seeds,num_nodes,num_slots,num_irs_elements,num_codebook_states,g_th,alpha_th,gain_margin,power_margin,risk_weight,risk_power_weight,risk_invite_threshold,adaptive_risk_base_weight,opportunity_failure_cost,opportunity_missed_cost,opportunity_deadline_gain,opportunity_backlog_gain,temporal_reliability_z,sparse_topk_seed_multiplier,sparse_topk_fraction,coverage_sparse_weight,coverage_sparse_power_weight,adaptive_sparse_base_multiplier,adaptive_sparse_expanded_multiplier,adaptive_sparse_margin_threshold,adaptive_sparse_v2_preview_cost,adaptive_sparse_v2_uncertainty_weight,adaptive_sparse_v2_urgency_weight,adaptive_sparse_v2_history_weight,adaptive_sparse_history_window,adaptive_sparse_v3_neighbor_radius,adaptive_sparse_v3_neighbor_count,adaptive_sparse_v3_history_count,learned_shortlist_extra_count,success_mean,success_ci95,success_rate_mean,perfect_rate,slots_mean,slots_ci95,avg_power,total_energy_mean,total_energy_ci95,scheduled_nodes_mean,failed_nodes_mean,missed_opportunities_mean,true_opportunities_mean,failure_slot_rate,decision_preview_calls_per_slot_mean,oracle_tx_gap_mean,effective_risk_weight_mean,adaptive_sparse_expansion_rate,adaptive_sparse_margin_mean,adaptive_sparse_effective_margin_threshold_mean,adaptive_sparse_expand_score_mean,adaptive_sparse_history_stability_mean,adaptive_sparse_urgency_mean,adaptive_sparse_cost_penalty_mean,adaptive_sparse_v3_history_prior_rate,adaptive_sparse_v3_neighbor_extra_preview_mean,adaptive_sparse_v3_selected_extra_preview_mean,learned_shortlist_selected_extra_preview_mean,coverage_sparse_selected_marginal_fraction_mean,coverage_sparse_selected_overlap_fraction_mean,avg_reward
0.0,0.0,temporal_ar1,0.7,1,4,Coverage-Aware Sparse-TopK Feedback Grid B=4 sm=3 tf=0.75 cw=0.5 cpw=0,comparison_reference,false,false,none,900,3,50,10,64,16,0.001,0.05,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.75,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,50.0,0.0,1.0,100.0,3.55,0.017285575232288786,0.3437452069748602,18.021023299673786,0.022089491529223737,56.26,6.26,7.706666666666667,57.70666666666666,52.425925925925924,16.0,2.834092592592593,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09548416666666666,0.7223316810142305,99.39092743766206
0.0,0.0,temporal_ar1,0.7,1,4,Coverage-Aware Sparse-TopK Feedback Grid B=4 sm=3 tf=0.75 cw=0.5 cpw=0.02,comparison_reference,false,false,none,900,3,50,10,64,16,0.001,0.05,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.75,0.5,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,50.0,0.0,1.0,100.0,3.55,0.017285575232288786,0.3437452069748602,18.021023299673786,0.022089491529223737,56.26,6.26,7.706666666666667,57.70666666666666,52.425925925925924,16.0,2.834092592592593,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09547601851851852,0.7223865539961868,99.39092743766206
0.0,0.0,temporal_ar1,0.7,1,4,Coverage-Aware Sparse-TopK Feedback Grid B=4 sm=3 tf=0.75 cw=0.5 cpw=0.05,comparison_reference,false,false,none,900,3,50,10,64,16,0.001,0.05,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.75,0.5,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,50.0,0.0,1.0,100.0,3.6255555555555556,0.020774675941969262,0.3348548817625999,17.968289498527987,0.03299306866723416,56.25555555555555,6.2555555555555555,7.79,57.79,51.410317460317465,16.0,2.8118478835978835,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09421867724867723,0.7077581849770288,99.4056111685706
0.0,0.0,temporal_ar1,0.7,1,4,Coverage-Aware Sparse-TopK Feedback Grid B=4 sm=3 tf=0.75 cw=0.5 cpw=0.1,comparison_reference,false,false,none,900,3,50,10,64,16,0.001,0.05,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.75,0.5,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,50.0,0.0,1.0,100.0,3.6955555555555555,0.03252115740579269,0.3265938005503525,17.87438705210452,0.042833428613174185,56.24,6.24,7.934444444444445,57.934444444444445,50.6839947089947,16.0,2.8004828042328045,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09276142857142858,0.6911474066727628,99.41642100840042
0.0,0.0,temporal_ar1,0.7,1,4,Coverage-Aware Sparse-TopK Feedback Grid B=4 sm=3 tf=0.75 cw=0.5 cpw=0.2,comparison_reference,false,false,none,900,3,50,10,64,16,0.001,0.05,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.75,0.5,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,50.0,0.0,1.0,100.0,3.721111111111111,0.03721388297960536,0.32387536289492613,17.74175237402046,0.08317678209704393,56.227777777777774,6.227777777777778,8.103333333333333,58.10333333333333,50.271560846560845,16.0,2.828080687830688,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09246353174603175,0.6804626511638735,99.4229893461067
0.0,0.0,temporal_ar1,0.7,2,4,Coverage-Aware Sparse-TopK Feedback Grid B=4 sm=3 tf=0.75 cw=0.5 cpw=0,comparison_reference,false,false,none,900,3,50,10,64,16,0.001,0.05,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.75,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,50.0,0.0,1.0,100.0,3.5588888888888888,0.04339191481837299,0.3432232541227111,18.154982805496985,0.1489795059683258,57.17777777777778,7.177777777777778,7.542222222222223,57.54222222222222,56.08403880070547,16.0,2.886970899470899,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09619490740740741,0.7252875804112272,99.39203616033987
0.0,0.0,temporal_ar1,0.7,2,4,Coverage-Aware Sparse-TopK Feedback Grid B=4 sm=3 tf=0.75 cw=0.5 cpw=0.02,comparison_reference,false,false,none,900,3,50,10,64,16,0.001,0.05,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.75,0.5,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,50.0,0.0,1.0,100.0,3.557777777777778,0.04154935188393803,0.343098616163881,18.1488700925616,0.13806744212747815,57.172222222222224,7.1722222222222225,7.538888888888889,57.53888888888889,56.11181657848324,16.0,2.8849338624338623,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0962,0.7253103512360813,99.39245629754146
0.0,0.0,temporal_ar1,0.7,2,4,Coverage-Aware Sparse-TopK Feedback Grid B=4 sm=3 tf=0.75 cw=0.5 cpw=0.05,comparison_reference,false,false,none,900,3,50,10,64,16,0.001,0.05,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.75,0.5,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,50.0,0.0,1.0,100.0,3.66,0.04903628286317219,0.3345089712870096,18.10469756138654,0.1302439126665778,57.17666666666667,7.176666666666667,7.648888888888889,57.64888888888889,55.0812610229277,16.0,2.8591763668430334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09467468694885361,0.7077770411230837,99.40710111653051
0.0,0.0,temporal_ar1,0.7,2,4,Coverage-Aware Sparse-TopK Feedback Grid B=4 sm=3 tf=0.75 cw=0.5 cpw=0.1,comparison_reference,false,false,none,900,3,50,10,64,16,0.001,0.05,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.75,0.5,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,49.99888888888889,0.0021777777777757974,0.9999777777777779,99.8888888888889,3.796666666666667,0.05440087145271494,0.32776186224909404,18.027475265899152,0.12546935483452956,57.16222222222222,7.163333333333333,7.858888888888889,57.85777777777778,53.44642857142857,16.0,2.830007495590829,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09256037257495592,0.6848135131805596,99.4141218393683
0.0,0.0,temporal_ar1,0.7,2,4,Coverage-Aware Sparse-TopK Feedback Grid B=4 sm=3 tf=0.75 cw=0.5 cpw=0.2,comparison_reference,false,false,none,900,3,50,10,64,16,0.001,0.05,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.75,0.5,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,49.99666666666667,0.0037720217587061448,0.9999333333333333,99.66666666666667,3.8644444444444446,0.08352565658911026,0.32422451393546226,17.920172854483177,0.14640805242964566,57.19111111111111,7.194444444444445,8.07,58.06666666666667,52.8334656084656,16.0,2.847350529100529,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09154708553791888,0.674002369889194,99.41484269206377
