policy,run_idx,run_seed,episode_idx,episode_seed,slot,g_th,alpha_th,irs_index,tx_this_slot,total_tx,power_avg,reward,oracle_irs_index,oracle_tx_this_slot,irs_matches_oracle,oracle_tx_gap,termination_reason
SAC,1,2026,123,1616452963,7,0.01776580011844635,0.07824018597602844,8,0,47,0.0,0.0,1,1,0,1,running
SAC,1,2026,123,1616452963,8,0.004845778107643127,0.0608060896396637,7,0,47,0.0,0.0,0,3,0,3,running
SAC,1,2026,123,1616452963,9,0.0013935396671295166,0.052050426602363586,6,2,49,0.771024157966971,3.614487886428833,0,3,0,1,running
SAC,1,2026,123,1616452963,10,0.0197608540058136,0.08285723328590394,10,0,49,0.0,-0.6456595659255981,0,0,0,0,time_limit
SAC,1,2026,124,701249325,1,0.0015028069019317628,0.05236186981201172,8,41,41,0.3064966789253583,81.84674835205078,13,43,0,2,running
SAC,1,2026,124,701249325,2,0.0014998624324798586,0.05233187079429627,7,5,46,0.45739448568492974,9.771303176879883,13,8,0,3,running
SAC,1,2026,124,701249325,3,0.0018733570575714112,0.055301043391227725,8,0,46,0.0,0.0,2,3,0,3,running
SAC,1,2026,124,701249325,4,0.01893801486492157,0.0702561616897583,8,0,46,0.0,0.0,14,0,0,0,running
SAC,1,2026,124,701249325,5,0.03152386343479156,0.0766020268201828,7,0,46,0.0,0.0,14,0,0,0,running
SAC,1,2026,124,701249325,6,0.017112890839576723,0.07546509504318238,9,0,46,0.0,0.0,14,1,0,1,running
SAC,1,2026,124,701249325,7,0.0060005257129669195,0.06371708512306214,8,0,46,0.0,0.0,14,2,0,2,running
SAC,1,2026,124,701249325,8,0.001815767049789429,0.05368768274784089,6,1,47,0.3782636749961003,1.8108681440353394,2,3,0,2,running
SAC,1,2026,124,701249325,9,0.02468564009666443,0.08411829471588135,9,0,47,0.0,0.0,2,0,0,0,running
SAC,1,2026,124,701249325,10,0.0012182424068450928,0.05110819637775421,4,1,48,0.5052609865660386,-0.6354718208312988,2,2,0,1,time_limit
SAC,1,2026,125,1561274697,1,0.0015120873451232911,0.05248125493526459,8,39,39,0.2650850456264705,77.8674545288086,5,47,0,8,running
SAC,1,2026,125,1561274697,2,0.0014485219717025757,0.05211428403854371,7,8,47,0.46314732365179273,15.768425941467285,5,10,0,2,running
SAC,1,2026,125,1561274697,3,0.002167675852775574,0.05609297752380371,7,0,47,0.0,0.0,12,3,0,3,running
SAC,1,2026,125,1561274697,4,0.01656052565574646,0.06879539787769318,8,0,47,0.0,0.0,5,1,0,1,running
SAC,1,2026,125,1561274697,5,0.032854248046875,0.07704226970672608,8,0,47,0.0,0.0,5,0,0,0,running
SAC,1,2026,125,1561274697,6,0.031164927244186402,0.08437925279140474,9,0,47,0.0,0.0,5,0,0,0,running
SAC,1,2026,125,1561274697,7,0.024994106054306034,0.08786752820014954,8,0,47,0.0,0.0,5,0,0,0,running
SAC,1,2026,125,1561274697,8,0.0043015191555023195,0.0611516535282135,7,0,47,0.0,0.0,12,3,0,3,running
SAC,1,2026,125,1561274697,9,0.0013870606422424316,0.05221245586872101,6,2,49,0.24753267623577063,3.8762335777282715,12,3,0,1,running
SAC,1,2026,125,1561274697,10,0.012866644024848939,0.0785991668701172,10,0,49,0.0,-0.6618691682815552,5,1,0,1,time_limit
SAC,1,2026,126,1073645234,1,0.0015085170269012451,0.05242170989513398,8,34,34,0.271137110481792,67.86443328857422,5,42,0,8,running
SAC,1,2026,126,1073645234,2,0.0013986388444900512,0.05185281038284302,7,11,45,0.5367504455951861,21.731624603271484,3,11,0,0,running
SAC,1,2026,126,1073645234,3,0.0016964027881622315,0.05449864864349366,8,0,45,0.0,0.0,3,5,0,5,running
SAC,1,2026,126,1073645234,4,0.0023468414545059204,0.054512697458267215,7,0,45,0.0,0.0,3,5,0,5,running
SAC,1,2026,126,1073645234,5,0.005389506578445434,0.05861689448356629,7,0,45,0.0,0.0,3,5,0,5,running
SAC,1,2026,126,1073645234,6,0.003960699796676636,0.0582630604505539,8,0,45,0.0,0.0,3,5,0,5,running
SAC,1,2026,126,1073645234,7,0.0026502290964126587,0.055965650081634524,7,0,45,0.0,0.0,3,5,0,5,running
SAC,1,2026,126,1073645234,8,0.001724160671234131,0.05314508974552155,6,4,49,0.3625381340862076,7.81873083114624,3,5,0,1,running
SAC,1,2026,126,1073645234,9,0.05216379261016846,0.10542913675308228,9,0,49,0.0,0.0,3,0,0,0,running
SAC,1,2026,126,1073645234,10,0.001387778878211975,0.0523897647857666,7,0,49,0.0,-0.8643401861190796,3,1,0,1,time_limit
SAC,1,2026,127,651924316,1,0.0015038827657699585,0.052371284365654,8,41,41,0.3426432893154087,81.82868194580078,6,45,0,4,running
SAC,1,2026,127,651924316,2,0.0014979252815246584,0.05232586264610291,7,7,48,0.46974638858364853,13.765127182006836,9,7,0,0,running
SAC,1,2026,127,651924316,3,0.0036379853487014772,0.05975760221481324,8,0,48,0.0,0.0,5,2,0,2,running
SAC,1,2026,127,651924316,4,0.05843615031242371,0.09561164975166321,8,0,48,0.0,0.0,9,0,0,0,running
SAC,1,2026,127,651924316,5,0.05532125926017761,0.08999475538730622,8,0,48,0.0,0.0,9,0,0,0,running
SAC,1,2026,127,651924316,6,0.05354577994346619,0.10264477133750916,9,0,48,0.0,0.0,9,0,1,0,running
SAC,1,2026,127,651924316,7,0.03783465123176575,0.09447968006134033,9,0,48,0.0,0.0,9,0,1,0,running
SAC,1,2026,127,651924316,8,0.02052701508998871,0.08035740852355958,8,0,48,0.0,0.0,9,0,0,0,running
SAC,1,2026,127,651924316,9,0.002429906487464905,0.055858474969863896,7,0,48,0.0,0.0,5,2,0,2,running
SAC,1,2026,127,651924316,10,0.001279805064201355,0.051668137311935425,6,2,50,0.5117447231354963,3.369539260864258,5,2,0,0,complete
SAC,1,2026,128,200673613,1,0.00150886869430542,0.05242592990398407,8,42,42,0.32170458548804454,83.83914947509766,3,46,0,4,running
SAC,1,2026,128,200673613,2,0.0015067557096481324,0.05238390862941742,7,5,47,0.36512571275445205,9.817437171936035,4,8,0,3,running
SAC,1,2026,128,200673613,3,0.002838579773902893,0.05793249011039734,8,0,47,0.0,0.0,12,3,0,3,running
SAC,1,2026,128,200673613,4,0.033595574855804444,0.07988098859786988,8,0,47,0.0,0.0,11,0,0,0,running
SAC,1,2026,128,200673613,5,0.03712688183784485,0.07968948483467103,8,0,47,0.0,0.0,11,0,0,0,running
SAC,1,2026,128,200673613,6,0.03493324613571167,0.0899628907442093,9,0,47,0.0,0.0,11,0,0,0,running
SAC,1,2026,128,200673613,7,0.01893024241924286,0.08114386796951295,8,0,47,0.0,0.0,11,0,0,0,running
SAC,1,2026,128,200673613,8,0.005110848903656006,0.06197400689125061,8,0,47,0.0,0.0,11,2,0,2,running
SAC,1,2026,128,200673613,9,0.0013974199295043945,0.052148404717445376,6,0,47,0.0,0.0,12,3,0,3,running
SAC,1,2026,128,200673613,10,0.0012207368612289428,0.051234599947929386,6,0,47,0.0,-4.880954742431641,12,3,0,3,time_limit
SAC,1,2026,129,375083757,1,0.0014921108484268189,0.05229221284389496,8,36,36,0.33737078871438275,71.83131408691406,3,40,0,4,running
SAC,1,2026,129,375083757,2,0.0014312396049499512,0.05199331343173981,7,10,46,0.4825748221956883,19.758712768554688,2,11,0,1,running
SAC,1,2026,129,375083757,3,0.0017904946804046633,0.05475428998470307,8,0,46,0.0,0.0,4,4,0,4,running
SAC,1,2026,129,375083757,4,0.01160769259929657,0.06456250846385957,7,0,46,0.0,0.0,4,1,0,1,running
SAC,1,2026,129,375083757,5,0.038785342335700995,0.08026274144649506,8,0,46,0.0,0.0,5,0,0,0,running
SAC,1,2026,129,375083757,6,0.02457504963874817,0.08083976507186891,9,0,46,0.0,0.0,5,0,0,0,running
SAC,1,2026,129,375083757,7,0.007658679246902466,0.06637561917304993,8,0,46,0.0,0.0,5,2,0,2,running
SAC,1,2026,129,375083757,8,0.001695633888244629,0.053253555297851564,5,2,48,0.26377820684366327,3.8681108951568604,4,4,0,2,running
SAC,1,2026,129,375083757,9,0.045694033265113836,0.0987581104040146,10,0,48,0.0,0.0,4,0,0,0,running
SAC,1,2026,129,375083757,10,0.0013002762794494629,0.05159952342510224,5,0,48,0.0,-2.3755853176116943,4,2,0,2,time_limit
SAC,1,2026,130,1942837201,1,0.0015082011222839356,0.052493965625762945,8,41,41,0.2530436161682843,81.87348175048828,0,45,0,4,running
SAC,1,2026,130,1942837201,2,0.001446915626525879,0.052102026343345646,7,5,46,0.5216634500947982,9.739168167114258,15,8,0,3,running
SAC,1,2026,130,1942837201,3,0.001958874821662903,0.05538575053215027,7,0,46,0.0,0.0,15,4,0,4,running
SAC,1,2026,130,1942837201,4,0.007190454959869385,0.060632979869842535,8,0,46,0.0,0.0,5,2,0,2,running
SAC,1,2026,130,1942837201,5,0.020013136625289918,0.0692412406206131,7,0,46,0.0,0.0,5,0,0,0,running
SAC,1,2026,130,1942837201,6,0.011709694027900695,0.06796756386756897,8,0,46,0.0,0.0,5,2,0,2,running
SAC,1,2026,130,1942837201,7,0.006914759635925294,0.06601983308792114,8,0,46,0.0,0.0,5,2,0,2,running
SAC,1,2026,130,1942837201,8,0.0017146507501602172,0.053707510232925415,7,0,46,0.0,0.0,15,4,0,4,running
SAC,1,2026,130,1942837201,9,0.0013217905759811402,0.05181311070919037,6,2,48,0.263331416645487,3.8683342933654785,15,4,0,2,running
SAC,1,2026,130,1942837201,10,0.0026825973987579348,0.057879477739334106,9,0,48,0.0,-2.29850435256958,5,2,0,2,time_limit
SAC,1,2026,131,953091998,1,0.001501394271850586,0.05235015451908112,8,41,41,0.3079350896275112,81.84603118896484,15,45,0,4,running
SAC,1,2026,131,953091998,2,0.001502026081085205,0.05233834683895111,7,3,44,0.21238690195908727,5.893806457519531,0,9,0,6,running
SAC,1,2026,131,953091998,3,0.0016308525800704957,0.05440068244934082,8,0,44,0.0,0.0,0,5,0,5,running
SAC,1,2026,131,953091998,4,0.0023685494661331175,0.05422880053520203,7,0,44,0.0,0.0,0,5,0,5,running
SAC,1,2026,131,953091998,5,0.004036433458328248,0.05710783898830414,7,0,44,0.0,0.0,0,5,0,5,running
SAC,1,2026,131,953091998,6,0.002247596740722656,0.054886043071746826,8,0,44,0.0,0.0,0,5,0,5,running
SAC,1,2026,131,953091998,7,0.0016392896175384522,0.052986291050910954,6,4,48,0.5589127965807317,7.720543384552002,0,6,0,2,running
SAC,1,2026,131,953091998,8,0.05905790424346924,0.10590280890464783,9,0,48,0.0,0.0,9,0,1,0,running
SAC,1,2026,131,953091998,9,0.002472097635269165,0.05596994757652283,8,0,48,0.0,0.0,9,2,0,2,running
SAC,1,2026,131,953091998,10,0.0014433691501617432,0.052354860305786136,7,0,48,0.0,-2.364826202392578,9,2,0,2,time_limit
SAC,1,2026,132,2125442234,1,0.001484555959701538,0.0524850070476532,8,44,44,0.24869984988640095,87.87564849853516,6,46,0,2,running
SAC,1,2026,132,2125442234,2,0.0013818809986114503,0.051966592669487,7,6,50,0.5437272096368704,11.35783863067627,6,6,0,0,complete
SAC,1,2026,133,757794021,1,0.0015104571580886843,0.05244638323783875,8,42,42,0.25843085938939125,83.87078094482422,12,48,0,6,running
SAC,1,2026,133,757794021,2,0.0015001455545425417,0.05235427021980286,7,5,47,0.4223136565735942,9.788843154907227,4,8,0,3,running
SAC,1,2026,133,757794021,3,0.002909124851226807,0.05805122554302216,7,0,47,0.0,0.0,4,3,0,3,running
SAC,1,2026,133,757794021,4,0.031235713720321658,0.07828423976898194,8,0,47,0.0,0.0,5,1,0,1,running
SAC,1,2026,133,757794021,5,0.035324371814727785,0.07862749695777893,8,0,47,0.0,0.0,5,1,0,1,running
SAC,1,2026,133,757794021,6,0.03395620679855347,0.08902756571769715,9,0,47,0.0,0.0,5,1,0,1,running
SAC,1,2026,133,757794021,7,0.019426817655563356,0.08181572556495667,8,0,47,0.0,0.0,5,1,0,1,running
SAC,1,2026,133,757794021,8,0.004891745209693909,0.06176722645759583,8,0,47,0.0,0.0,1,2,0,2,running
SAC,1,2026,133,757794021,9,0.0013925830125808716,0.05216286182403565,6,2,49,0.46335687873729053,3.7683215141296387,4,3,0,1,running
SAC,1,2026,133,757794021,10,0.0156769642829895,0.08099440336227418,10,0,49,0.0,-0.6524368524551392,5,1,0,1,time_limit
SAC,1,2026,134,126132918,1,0.0014986852407455446,0.05233274102210999,8,38,38,0.2841845073225664,75.85791015625,4,44,0,6,running
SAC,1,2026,134,126132918,2,0.0014573464393615723,0.05212546586990357,7,8,46,0.48567072498268377,15.75716495513916,4,9,0,1,running
SAC,1,2026,134,126132918,3,0.001782206654548645,0.05489752292633057,8,0,46,0.0,0.0,4,4,0,4,running
SAC,1,2026,134,126132918,4,0.012322420835494997,0.06536242961883545,8,0,46,0.0,0.0,14,1,0,1,running
SAC,1,2026,134,126132918,5,0.03505941426753998,0.07806789875030518,8,0,46,0.0,0.0,4,0,0,0,running
SAC,1,2026,134,126132918,6,0.02056400573253632,0.07783693671226502,9,0,46,0.0,0.0,4,0,0,0,running
SAC,1,2026,134,126132918,7,0.007480848789215088,0.06610915064811707,8,0,46,0.0,0.0,4,2,0,2,running
SAC,1,2026,134,126132918,8,0.0017490813732147217,0.05348297357559204,6,1,47,0.7849105457450971,1.6075447797775269,4,4,0,3,running
SAC,1,2026,134,126132918,9,0.024560553789138795,0.08375845551490785,9,0,47,0.0,0.0,4,0,0,0,running
SAC,1,2026,134,126132918,10,0.0012149373292922973,0.05109157264232636,4,3,50,0.3716530258039578,5.431082725524902,4,3,1,0,complete
SAC,1,2026,135,550207905,1,0.0015038470029830934,0.052370992302894596,8,38,38,0.32658383426833276,75.83670806884766,10,43,0,5,running
SAC,1,2026,135,550207905,2,0.0014505962133407593,0.05210278928279877,7,5,43,0.3525720227314874,9.823714256286621,10,9,0,4,running
SAC,1,2026,135,550207905,3,0.0016198793649673461,0.0542851209640503,8,0,43,0.0,0.0,0,5,0,5,running
SAC,1,2026,135,550207905,4,0.0017252782583236695,0.052988454699516296,7,0,43,0.0,0.0,0,5,0,5,running
SAC,1,2026,135,550207905,5,0.001972834229469299,0.053658518195152285,7,0,43,0.0,0.0,0,5,0,5,running
SAC,1,2026,135,550207905,6,0.0018999824523925782,0.053849166631698614,8,0,43,0.0,0.0,0,5,0,5,running
SAC,1,2026,135,550207905,7,0.0015290567874908447,0.05249997675418854,6,3,46,0.5767431462249436,5.711628437042236,0,5,0,2,running
SAC,1,2026,135,550207905,8,0.021481532812118533,0.07739591598510742,8,0,46,0.0,0.0,9,0,0,0,running
SAC,1,2026,135,550207905,9,0.0012824634313583375,0.051484066247940066,5,1,47,0.9245963745521688,1.5377018451690674,0,3,0,2,running
SAC,1,2026,135,550207905,10,0.0016329804658889772,0.0535818874835968,8,0,47,0.0,-4.848308563232422,14,2,0,2,time_limit
SAC,1,2026,136,769295683,1,0.0015000293254852294,0.052341225743293765,8,42,42,0.3133655964494114,83.84331512451172,8,42,1,0,running
SAC,1,2026,136,769295683,2,0.0015212008953094484,0.05242838561534882,7,1,43,0.47325055984779907,1.76337468624115,12,5,0,4,running
SAC,1,2026,136,769295683,3,0.0015725592374801636,0.05425151884555817,8,0,43,0.0,0.0,12,5,0,5,running
SAC,1,2026,136,769295683,4,0.0017837533950805665,0.05299414098262787,7,0,43,0.0,0.0,12,5,0,5,running
SAC,1,2026,136,769295683,5,0.0022264132499694826,0.05424760282039642,7,0,43,0.0,0.0,12,5,0,5,running
SAC,1,2026,136,769295683,6,0.0018811086416244509,0.05376814603805542,8,0,43,0.0,0.0,12,5,0,5,running
SAC,1,2026,136,769295683,7,0.0015335062742233277,0.05253572165966034,5,4,47,0.5448495007897969,7.727575302124023,12,5,0,1,running
SAC,1,2026,136,769295683,8,0.038734603881835944,0.09016417264938355,9,0,47,0.0,0.0,0,0,0,0,running
SAC,1,2026,136,769295683,9,0.0013914356231689454,0.052067807316780096,6,0,47,0.0,0.0,11,3,0,3,running
SAC,1,2026,136,769295683,10,0.001304412841796875,0.051425999402999883,7,0,47,0.0,-4.878124237060547,11,3,0,3,time_limit
SAC,1,2026,137,1505409995,1,0.0015078136920928956,0.052413332462310794,8,36,36,0.3017007976755722,71.84915161132812,7,42,0,6,running
SAC,1,2026,137,1505409995,2,0.0014188716411590576,0.05195393860340119,7,8,44,0.4242100082726086,15.787895202636719,11,10,0,2,running
SAC,1,2026,137,1505409995,3,0.0016547510623931886,0.05441175401210785,8,0,44,0.0,0.0,11,4,0,4,running
SAC,1,2026,137,1505409995,4,0.00182949697971344,0.05334208309650421,7,0,44,0.0,0.0,11,4,0,4,running
SAC,1,2026,137,1505409995,5,0.0024871090650558474,0.054620692133903505,7,0,44,0.0,0.0,11,4,0,4,running
SAC,1,2026,137,1505409995,6,0.002121228933334351,0.054490637779235844,8,0,44,0.0,0.0,11,4,0,4,running
SAC,1,2026,137,1505409995,7,0.001643599033355713,0.0529286801815033,6,3,47,0.3792427685948154,5.810378551483154,11,4,0,1,running
SAC,1,2026,137,1505409995,8,0.04625233805179596,0.09696452021598817,9,0,47,0.0,0.0,11,0,0,0,running
SAC,1,2026,137,1505409995,9,0.0014600882530212403,0.052476349472999576,6,0,47,0.0,0.0,11,3,0,3,running
SAC,1,2026,137,1505409995,10,0.0013383129835128785,0.05160224437713623,7,0,47,0.0,-4.875545501708984,11,3,0,3,time_limit
SAC,1,2026,138,1567801741,1,0.0014998952150344848,0.05234037041664124,8,38,38,0.36055903758503904,75.81971740722656,5,44,0,6,running
SAC,1,2026,138,1567801741,2,0.0014565060138702394,0.052123171091079716,7,5,43,0.5321065908671772,9.733946800231934,14,9,0,4,running
SAC,1,2026,138,1567801741,3,0.0016286054849624634,0.054261940717697146,8,0,43,0.0,0.0,2,4,0,4,running
SAC,1,2026,138,1567801741,4,0.0017800757884979248,0.05309589505195618,7,0,43,0.0,0.0,2,4,0,4,running
SAC,1,2026,138,1567801741,5,0.0019785652160644535,0.05372356474399567,7,0,43,0.0,0.0,2,4,0,4,running
SAC,1,2026,138,1567801741,6,0.0019361535310745241,0.05392793416976929,8,0,43,0.0,0.0,2,4,0,4,running
SAC,1,2026,138,1567801741,7,0.0015387097597122194,0.05254926979541779,5,4,47,0.35018656066249404,7.824906826019287,14,5,0,1,running
SAC,1,2026,138,1567801741,8,0.03882915174961091,0.09025362133979797,9,0,47,0.0,0.0,2,0,0,0,running
SAC,1,2026,138,1567801741,9,0.0013921002149581909,0.05206944346427918,6,2,49,0.4070379127654714,3.796481132507324,2,2,0,0,running
SAC,1,2026,138,1567801741,10,0.018798212170600893,0.08543634414672852,8,0,49,0.0,-0.6369981169700623,11,0,0,0,time_limit
SAC,1,2026,139,1582616528,1,0.0014891395568847657,0.05227533876895905,8,38,38,0.3364370020201589,75.83177947998047,6,43,0,5,running
SAC,1,2026,139,1582616528,2,0.0014608720541000367,0.05212994515895844,7,5,43,0.8002610687675595,9.599869728088379,6,10,0,5,running
SAC,1,2026,139,1582616528,3,0.0016465524435043334,0.05420361161231995,8,0,43,0.0,0.0,6,5,0,5,running
SAC,1,2026,139,1582616528,4,0.002060682535171509,0.053610783815383915,7,0,43,0.0,0.0,6,5,0,5,running
SAC,1,2026,139,1582616528,5,0.002021376252174378,0.0538523018360138,7,0,43,0.0,0.0,6,5,0,5,running
SAC,1,2026,139,1582616528,6,0.002094767451286316,0.054347077012062074,8,0,43,0.0,0.0,6,5,0,5,running
SAC,1,2026,139,1582616528,7,0.0015697578191757203,0.05262585580348969,5,6,49,0.549163355055779,11.725418090820312,5,6,1,0,running
SAC,1,2026,139,1582616528,8,0.06385960674285888,0.10819011926651001,9,0,49,0.0,0.0,10,0,0,0,running
SAC,1,2026,139,1582616528,9,0.006341848731040955,0.06372386813163758,8,0,49,0.0,0.0,10,1,0,1,running
SAC,1,2026,139,1582616528,10,0.0018256614208221437,0.05460151433944702,8,0,49,0.0,-0.8354212045669556,10,1,0,1,time_limit
SAC,1,2026,140,674821247,1,0.001509464740753174,0.05243305563926697,8,40,40,0.26530858243548144,79.86734771728516,4,47,0,7,running
SAC,1,2026,140,674821247,2,0.00147052800655365,0.052209827303886416,7,7,47,0.41789289008694486,13.791053771972656,1,9,0,2,running
SAC,1,2026,140,674821247,3,0.0023173133134841923,0.05662537217140198,8,0,47,0.0,0.0,1,3,0,3,running
SAC,1,2026,140,674821247,4,0.02478380298614502,0.07446261644363404,8,0,47,0.0,0.0,15,1,0,1,running
SAC,1,2026,140,674821247,5,0.035660226106643676,0.07877784967422485,8,0,47,0.0,0.0,0,0,0,0,running
SAC,1,2026,140,674821247,6,0.03351479864120484,0.08779835999011994,9,0,47,0.0,0.0,0,0,0,0,running
SAC,1,2026,140,674821247,7,0.022461170911788942,0.08474586009979249,8,0,47,0.0,0.0,15,1,0,1,running
SAC,1,2026,140,674821247,8,0.005103091359138489,0.06203970611095429,8,0,47,0.0,0.0,0,2,0,2,running
SAC,1,2026,140,674821247,9,0.0013977149724960327,0.052191188931465154,6,0,47,0.0,0.0,10,3,0,3,running
SAC,1,2026,140,674821247,10,0.0012274364233016968,0.051255419850349426,6,0,47,0.0,-4.880645275115967,10,3,0,3,time_limit
SAC,1,2026,141,816066928,1,0.0015065351724624634,0.052398097515106205,8,45,45,0.37631700591704537,89.81184387207031,3,45,0,0,running
SAC,1,2026,141,816066928,2,0.0015073934793472291,0.05254445970058441,7,4,49,0.5868416759975104,7.706579208374023,5,4,0,0,running
SAC,1,2026,141,816066928,3,0.012348479986190798,0.07209607064723969,8,0,49,0.0,0.0,5,0,0,0,running
SAC,1,2026,141,816066928,4,0.06898657774925232,0.10085957050323487,9,0,49,0.0,0.0,5,0,0,0,running
SAC,1,2026,141,816066928,5,0.05926188921928406,0.09386992156505586,8,0,49,0.0,0.0,5,0,0,0,running
SAC,1,2026,141,816066928,6,0.05866687989234925,0.10602408051490785,9,0,49,0.0,0.0,5,0,0,0,running
SAC,1,2026,141,816066928,7,0.04834078347682953,0.1022400200366974,9,0,49,0.0,0.0,5,0,0,0,running
SAC,1,2026,141,816066928,8,0.043347180843353275,0.09890741109848022,8,0,49,0.0,0.0,5,0,0,0,running
SAC,1,2026,141,816066928,9,0.011745623707771304,0.0722332239151001,8,0,49,0.0,0.0,5,0,0,0,running
SAC,1,2026,141,816066928,10,0.001576406717300415,0.05349102318286896,7,0,49,0.0,-0.8494927883148193,5,1,0,1,time_limit
SAC,1,2026,142,1217730082,1,0.001504574179649353,0.05237739682197571,8,44,44,0.3287637415609562,87.83561706542969,2,45,0,1,running
SAC,1,2026,142,1217730082,2,0.0015401462316513063,0.052611160278320315,7,5,49,0.45975696343416184,9.770121574401855,10,6,0,1,running
SAC,1,2026,142,1217730082,3,0.009957532048225404,0.06945742964744568,8,0,49,0.0,0.0,10,1,0,1,running
SAC,1,2026,142,1217730082,4,0.07101694440841676,0.10276395082473755,8,0,49,0.0,0.0,10,0,0,0,running
SAC,1,2026,142,1217730082,5,0.06136655902862549,0.09481102228164673,8,0,49,0.0,0.0,10,0,0,0,running
SAC,1,2026,142,1217730082,6,0.06042028760910034,0.10724278092384339,9,0,49,0.0,0.0,10,0,0,0,running
SAC,1,2026,142,1217730082,7,0.048252428531646734,0.10154229402542114,9,0,49,0.0,0.0,10,0,0,0,running
SAC,1,2026,142,1217730082,8,0.04292726016044617,0.09803871214389802,8,0,49,0.0,0.0,10,0,0,0,running
SAC,1,2026,142,1217730082,9,0.01181559658050537,0.07209983468055725,8,0,49,0.0,0.0,10,1,0,1,running
SAC,1,2026,142,1217730082,10,0.0015844980478286743,0.053529173135757446,7,0,49,0.0,-0.8489947319030762,10,1,0,1,time_limit
SAC,1,2026,143,1302024144,1,0.0015091458559036257,0.052492359280586244,8,42,42,0.3254363325447277,83.8372802734375,12,46,0,4,running
SAC,1,2026,143,1302024144,2,0.0014362612962722779,0.052085411548614506,7,4,46,0.6243523093411354,7.68782377243042,12,8,0,4,running
SAC,1,2026,143,1302024144,3,0.0020736972093582154,0.0557434767484665,7,0,46,0.0,0.0,12,4,0,4,running
SAC,1,2026,143,1302024144,4,0.009245295286178588,0.06254012882709503,8,0,46,0.0,0.0,5,2,0,2,running
SAC,1,2026,143,1302024144,5,0.020052365422248843,0.06926003396511078,7,0,46,0.0,0.0,5,1,0,1,running
SAC,1,2026,143,1302024144,6,0.011840931534767153,0.06842317581176759,8,0,46,0.0,0.0,5,2,0,2,running
SAC,1,2026,143,1302024144,7,0.0064374575614929205,0.0652072012424469,8,0,46,0.0,0.0,5,3,0,3,running
SAC,1,2026,143,1302024144,8,0.001714150071144104,0.053679642081260685,7,0,46,0.0,0.0,12,4,0,4,running
SAC,1,2026,143,1302024144,9,0.0013185063600540162,0.05179209411144257,6,2,48,0.3455772228206806,3.827211380004883,12,4,0,2,running
SAC,1,2026,143,1302024144,10,0.0027115622758865357,0.05792703330516816,9,0,48,0.0,-2.2980144023895264,3,2,0,2,time_limit
SAC,1,2026,144,894579329,1,0.0014969686269760132,0.052321985363960266,8,40,40,0.31472370667511645,79.84263610839844,3,46,0,6,running
SAC,1,2026,144,894579329,2,0.0014907697439193726,0.052279493212699896,7,7,47,0.6014436908996871,13.699277877807617,4,8,0,1,running
SAC,1,2026,144,894579329,3,0.002176804304122925,0.056179293990135194,8,0,47,0.0,0.0,5,3,0,3,running
SAC,1,2026,144,894579329,4,0.04638395702838898,0.08729712963104248,8,0,47,0.0,0.0,13,0,0,0,running
SAC,1,2026,144,894579329,5,0.05260685181617737,0.08826809227466584,8,0,47,0.0,0.0,13,0,0,0,running
SAC,1,2026,144,894579329,6,0.04190263843536377,0.09473832547664643,9,0,47,0.0,0.0,13,0,0,0,running
SAC,1,2026,144,894579329,7,0.01627586877346039,0.07600390315055848,8,0,47,0.0,0.0,13,1,0,1,running
SAC,1,2026,144,894579329,8,0.004518790006637573,0.059868165850639345,7,0,47,0.0,0.0,5,3,0,3,running
SAC,1,2026,144,894579329,9,0.0013996998071670532,0.05204482674598694,6,2,49,0.35063571901972207,3.8246822357177734,5,3,0,1,running
SAC,1,2026,144,894579329,10,0.021164841413497927,0.08346209228038788,10,0,49,0.0,-0.6435560584068298,13,1,0,1,time_limit
SAC,1,2026,145,408461616,1,0.001502687692642212,0.05236069560050965,8,40,40,0.2629097849025638,79.86854553222656,7,44,0,4,running
SAC,1,2026,145,408461616,2,0.0014831641912460328,0.05225199162960053,7,8,48,0.590687060442121,15.704656600952148,9,8,0,0,running
SAC,1,2026,145,408461616,3,0.0031626591682434083,0.05868810117244721,8,0,48,0.0,0.0,1,2,0,2,running
SAC,1,2026,145,408461616,4,0.05773276782035828,0.095119047164917,8,0,48,0.0,0.0,1,0,0,0,running
SAC,1,2026,145,408461616,5,0.0565350661277771,0.09057329297065736,8,0,48,0.0,0.0,1,0,0,0,running
SAC,1,2026,145,408461616,6,0.05398436284065247,0.10273939371109009,9,0,48,0.0,0.0,1,0,0,0,running
SAC,1,2026,145,408461616,7,0.03856668567657471,0.09484344422817231,9,0,48,0.0,0.0,1,0,0,0,running
SAC,1,2026,145,408461616,8,0.02051311826705933,0.08014062345027924,8,0,48,0.0,0.0,1,0,0,0,running
SAC,1,2026,145,408461616,9,0.0024530450105667116,0.05592182874679566,7,0,48,0.0,0.0,1,2,0,2,running
SAC,1,2026,145,408461616,10,0.0012757012844085694,0.0516486793756485,6,0,48,0.0,-2.374870777130127,1,2,0,2,time_limit
SAC,1,2026,146,1662607947,1,0.0014990100860595703,0.05233477652072907,8,44,44,0.34513371498615586,87.82743072509766,2,44,0,0,running
SAC,1,2026,146,1662607947,2,0.0015656033754348755,0.05270742475986481,7,4,48,0.6533077141913477,7.673346042633057,1,5,0,1,running
SAC,1,2026,146,1662607947,3,0.00512595272064209,0.06258687674999237,8,0,48,0.0,0.0,14,1,0,1,running
